text,label
Can????t believe that in the year 2020 in the United Kingdom I????m going to bed early to make sure I????m up early to go to the Supermarket and TRY to get my 85yr old mum a loaf of bread - with no guarantees I????ll be able to get her one! What the actual fuck?? #coronavirus,negative
The is rough But we are fighting back Glad to partner with amp to get a ton of hand sanitizer in production Thanks Rob from the PA Distillers Guild More on this story to come,extremely positive
Guys please stay safe. COVID-19 has been spreading rapidly in Pakistan. Please understand that if you don't take this pandemic seriously it can go very wrong. Please stock up your houses with food as the lawyer sector in Pakistan has been given holidays. This shows that +,extremely positive
St. Norbert Farmers???? Market is creating an online option. Support local farmers when buying essentials during this time of global pandemic. A strong healthy local economy is key to getting through on the other side https://t.co/o819K93pHQ,extremely positive
Educating ourselves and others about the importance of social distancing and hygiene practices is a positive action that can save lives. Let's empower each other with knowledge and encourage responsible behavior. #Empowerment #COVID19 #PositiveActions,extremely positive
"Seriously??
Buy this shirt at https://t.co/hh1flpk2xT
#alonetogether #Quarantine #ToiletPaperPanic #toiletpaper #funny #coronavirus #COVID19 #virus #WashYourHands #StayHomeTexas #Memes #meme #ChinaLiedAndPeopleDied  #shirts #CoronaVirusUpdate #toiletpapercrisis #StayHome #China https://t.co/QNCgoqyYTp",negative
"@usatodaysports @cbrennansports #2020Olympics have been replaced by the Covid Olympics. For example, the 50 meter toilet paper dash. #COVID?19 #COVID #Olympics2020 #coronavirus #Tokyo2020 #toiletpaper 
https://t.co/zQkF141qCK",neutral
"????And after the rich panic-fleers bought all the available food, they did not hunker down at home. Instead, they went out partying.???? #classwarfare #Covid_19 
https://t.co/UAyo4f7gCZ",positive
I love seeing pictures of empty supermarket shelves ever day. #coronavirus,positive
"I'm impressed by the adaptability of businesses during this time. From contactless delivery to virtual consultations, they're finding ways to meet the needs of their customers. #COVID19 #adaptability",positive
"Marketers should focus on building trust and providing value to their customers, rather than exploiting the situation for short-term gains. #marketing #COVID19",neutral
"#CCP #China is #hording #medical equipment during #coronavirus to drive up prices and to dole the aid out to countries and build its softpower.
https://t.co/viUY1COKkk",neutral
For those who don t know You can support your local independent bookshop for me by online shopping at Amazon have enough money to survive Covid 19 Cheers,extremely positive
Food Industry Shifts Under Surge in Online Demand increased demand for industrial cold storage space via,neutral
"Oil prices could fall below ZERO !

Are you ready for Ezekiel 38 ?
#Magog #Gog #Russia #Turkey #Syria #coronavirus #Jesus #HolySpirit #Israel https://t.co/e4rSb1Dyu7",positive
"Grocery store workers are putting their lives at risk every day, yet they're not given proper protection or compensation. #InadequateResponse #COVID19",negative
Man I am confused Yesterday at the briefing Trump was saying lower gas prices was a  tax cut for Americans in a way   So why is he thrilled to be manipulating the price of oil,extremely negative
@stillgray #coronavirus starts in China and now they are killing it making good and bad PPE at extortionist prices! ? #CoronavirusPandemic #COVID19 #Covid_19 #CoronavirusOutbreak,extremely negative
"The Janta Curfew is just another empty promise from the government. They should be providing real support and solutions, not empty gestures. #JantaCurfew #GovernmentFailures",extremely negative
I've become a master at social distancing in the grocery store. I can dodge other shoppers like a pro! #COVID19 #socialdistancing,neutral
"Let's be mindful of our impact on the environment during this crisis. Reduce, reuse, and recycle. By making sustainable choices, we can contribute to a healthier planet for future generations. #Empowerment #PositiveActions #Sustainability",extremely positive
It's infuriating to see people taking advantage of the situation by hoarding essential supplies. This behavior is causing shortages and making it difficult for vulnerable individuals to access necessary items. #COVID19 #Frustration,extremely negative
"Scammers are not only stealing people's money, but also their sense of security and trust. We must unite against these criminals and bring them to justice. #COVID19 #Scams",extremely negative
You truckers and myself as well a grocery store worker plus a few more are thank you for helping this world turn I bet people won t look at us as such low workers now I hope after this pandemic is over it changes the world for the better,extremely positive
I wonder how impressed Boris Yeltsin would be with an American supermarket on 3 20 2020? #Covid_19,positive
"24 Pictures That Prove Americans Have No Idea How To Deal With Coronavirus https://t.co/5wr7kryEy8 via @BuzzFeed 

#hamsterkauf #coronavirus",negative
"Passed a guy in the grocery store who had a bag of pork rinds and a case of beer in his cart.

He's ready.

#coronavirus #doomsdaypreppers #WV",positive
Americans really need to learn how to deal with this virus. The lack of awareness and preparedness is alarming. #COVID19 #Awareness,negative
"I'm inspired by the acts of solidarity and unity around the world. We may be physically apart, but we are united in our fight against COVID-19. #solidarity #COVID19",positive
@piersmorgan you need to show the clip of the Chinese woman who had coronavirus and was caught spitting on fruit in a supermarket #coronavirus #Moronavirus,neutral
"$8.99 per gallon of bleach????
$39.99 for 2 face masks? 
#Michigan @Menards engaging 
in price #gauging 
@dananessel @GovWhitmer-
NO excuses, #menards must be  prosecuted &amp; fined heavily, thank you.
 #Shameful #coronavirus 
#COVID19 #MichiganCoronavirus 
https://t.co/CN4cFFdFCJ",negative
Positive news from the sports world! Athletes and sports organizations are finding innovative ways to stay connected with fans and keep the spirit of sports alive during these challenging times. #SportsCommunity #COVID19 #PositiveVibes,positive
"It's infuriating to see scammers selling fake COVID-19 cures and treatments. People are desperate for a solution, and these scammers are capitalizing on their fear. #COVID19 #Scams",extremely negative
"During the Coronavirus crisis, Virtual Assistants can be used to place the order online without customers coming in direct contact with store representatives. Know more - https://t.co/iYhJEdufnl
#virtualassistant #retailbot #conversationalcommerce #Covid_19 #CoronaCrisis",extremely negative
Grocery store clerks should be in hazmat suits on right now fr #covid19 #dallas #coronavirus #dallascounty,neutral
"HIGHLIGHT CLIP from this week's episode of The Boxing Rant podcast: ""Things just got Awkward, a Coronavirus Companion""

A tale from the grocery store during the pandemic pandemonium. #QuarantineLife #coronavirus

Video: https://t.co/W04EWtxUlY 
Audio Only: https://t.co/W5HCzIxZxh https://t.co/kP8wAFRszu",neutral
"Oh, FSS....

#coronavirus #covid19 

Woman intentionally coughed on US$35,000 in food at grocery store: Pa. police | CTV News https://t.co/yXdYcN71hL",neutral
COVID-19 has exposed the vulnerabilities of our global food systems. We need to invest in sustainable and resilient solutions to ensure food security for all. #COVID19 #foodsecurity,negative
Stay informed about the guidelines and regulations in your area. Let's all do our part to keep our communities safe. #StaySafe,neutral
"A #coronavirus question, 
What about checking your mail?
Where gloves and rub it down with sanitizer. 
Or could you microwave it for maybe a minute?
As long as you know theres now metal in it.
Just wondering.",neutral
"Let's be mindful of our consumption and avoid panic buying. Together, we can ensure everyone has access to essential goods. #ShopResponsibly",neutral
Stay positive and hopeful. We will get through this together. #StayStrong,neutral
"It's disheartening to see people clearing out store shelves, leaving nothing for those who truly need it. This panic buying and hoarding is causing unnecessary stress and hardship for vulnerable individuals. #coronavirus #Shortages",extremely negative
Supporting local businesses during these challenging times can make a big difference. Let's show our support and help them stay afloat. #SupportLocal #SmallBusiness #COVID19,positive
This Morning in Metals: MetalMiner to host webinar on #coronavirus???? impact on #metalprices https://t.co/MIMM17ZnBf https://t.co/g1xDBNbnGg,neutral
The panic buying and hoarding of essential items only exacerbates the situation. Let's be considerate and think about others who may also need these supplies. #coronavirus #InThisTogether,negative
"I am absolutely appalled that I, a vulnerable person with severe mental health issues, cannot even do a food shop online because of all the selfish people bulk buying. I struggle going outside so online shopping is my only hope. Shame on you. #coronavirus",extremely negative
"DOUBLE TAP ??IF YOU REMEMBER BEING EMPLOYED?

Follow ? @walletgyde for more tips on lifestyle and personal finance during the Covid-19 outbreak.?

#coronavirus #pandemic #socialdistancing #shutdown #toiletpaper #quarantine #dating #mindset #positivevibes #energy https://t.co/pOHoPKfGu1",neutral
Nigeria's government is taking significant steps to mitigate the economic impact of COVID-19. Let's stay focused on their efforts and support the initiatives they are implementing. #Nigeria #COVID19 #EconomicRecovery,extremely positive
The impact of COVID-19 on small businesses is devastating. They need more support and assistance during this time. #COVID19 #SmallBusinesses,negative
Two new kinds of just hit the market exclusively in county Grab it before it s gone,neutral
Lawsuits against news stations for spreading false information about COVID-19 are a necessary step to restore public trust in media. #COVID19 #MediaTrust,negative
"Let's spread positivity and empower others by donating hand gel to pensioners. Together, we can make a difference in the fight against COVID-19. #Empowerment #PositiveActions #COVID19",extremely positive
The wide range of motivations for writing about COVID-19 reflects the complexity of the situation. #COVID19 #motivations,neutral
"Support local businesses during these challenging times. Consider purchasing hand sanitizers from small retailers who are struggling. Together, we can help them stay afloat! #Empowerment #PositiveActions #COVID19",extremely positive
"In case you haven't met yet, allow me to introduce you to the cue to get into the grocery store. At 7:25am. The good news? Shelves are no longer bare and stores seem to be in the process of restocking. #covid_19 #COVID19US #santamonica #TrumpVirus #TrumpRecession https://t.co/LODDWYwiuJ",positive
"It's important to acknowledge the difficulties we're facing, but also to remember that we have the strength and resilience to overcome them. #COVID19 #strength",positive
Let's remember to practice self-care and take care of our mental health during this stressful period. #SelfCare #MentalHealth #COVID19,positive
"I never thought I'd say this, but I miss the days when the biggest debate at the grocery store was whether to buy organic or not. #COVID19 #grocerydebate",neutral
"I never thought I'd say this, but I miss the days when grocery shopping was a normal and stress-free experience. #nostalgia #frustration",negative
The combination of personal opinions and professional insights on COVID-19 adds depth to the conversation. #COVID19 #conversation,neutral
Marketers should be mindful of the potential long-term impact of their actions and ensure they are making ethical decisions during this crisis. #marketing #COVID19,neutral
"$KNOS @KronosATI
#convid9 #coronavirus 

Shop now:
https://t.co/zOqpZhgOVM",neutral
"I never thought I'd have to ration my hand sanitizer, but here we are. Thanks, panic buyers, for making me feel like a survivalist. #preparedness #overreaction",negative
Let's use this time to reflect on what truly matters in life and appreciate the little things. #Reflection #Appreciation #COVID19,positive
The definitive survey about the PR industry and COVID 19 Nine in 10 PR pros say campaigns have been cut due to coronavirus consumer sector especially badly hit via,extremely negative
It's interesting to see how brands are leveraging social media to engage with their audience and provide support during the pandemic. #branding #COVID19,neutral
"The FDA has seen unauthorized fraudulent test kits for COVID-19 being sold online. Currently, the only way to be tested for COVID-19 is to talk to your health care provider.????
 Read more ??????https://t.co/xR6ADtnoZI
#NapoliShkolnik, #NapoliLaw????#coronavirus #covid19, #covid19news",neutral
A big thank you to all the mental health professionals who are providing support and guidance during these challenging times. Your expertise and compassion are helping us navigate through this crisis. #MentalHealthMatters #ThankYou,positive
It's sad to see people fighting over the last pack of toilet paper. Can we all just be civilized and share? #toiletpaperwars #ridiculous,negative
Base metal prices are expected to drop in Q????2 2020 as markets are affected due to the Coronavirus outbreak and associated measures. Category specific impact assessment of COVID 19 covered in the latest edition of Procurement Beige Book. Click to know more https://t.co/xNUesxgSeC https://t.co/e0OJQcsoNy,negative
I'm joining a conference call shortly with Food City CEO Steve Smith in regards to how COVID-19 is affecting the supermarket industry.,neutral
"...SUPERMARKET &amp; RESTAURANT WORKERS, DELIVER GUYS and everyone who????s helping and contributing to keep us safe and well... And lastly, EVERYONE WHO????S STAYING HOME to contribute in their little way... #stayhomestaysafe #thankyouheroes We need to be together to fight #covid_19",positive
"@MattHancock Medical staff fighting covid-19 (&amp; patients sent home) use London tubes, busses and supermarkets after treating sick patients

Can we introduce shuttle buses to take staff home and prioritize supermarket food deliveries for NHS staff",extremely negative
race relations in the age of covid-19: harassing asian americans on the street/at the grocery store and then going over to your friend's to watch naturo https://t.co/brTOWSXTQ5,negative
Sometimes a really good clip needs a bit of commentary. Tho I went Latino with this one https://t.co/M5LthLdm6t,positive
Political leaders should prioritize public health over their own agendas. Playing politics with a global health crisis is unacceptable and puts lives at risk. #COVID19 #PublicHealthFirst,extremely negative
"Consumer goods giant @Unilever said on Tuesday it would protect its workforce from the financial impact of the #coronavirus by continuing to pay contractors and other part time staff for up to three months. #FMCG #retail
https://t.co/X9BkbyOlLi",positive
Supermarket staffer tests positive for Covid-19 https://t.co/Ba8hVMpQPH via @nepalbahas,positive
"This is punishable by fukin beat down on site! Don????t care about your age! Virginia teens allegedly recorded themselves coughing on produce in grocery store: police #covid #coronavirus #MAGAROLLERCOASTER #TrumpPence2020 #2a #2AShallNotBeInfringed

https://t.co/gdoyw1mSrY",positive
Carnivorous is an anagram of #coronavirus - that is one freaky coincidence! Might this be where we end up as a result of weeks more of supermarket shortages plus #UKlockdown?! ???,negative
"Stock Up on Chicken Soup! KOZAK Ukrainian Bakery ? #staypositive #coronavirus  #eastvan
#food #foodies #foodie #foodblog #vancouver #vancouverbc #yvreats #yvr #vancity #yvrfoodies #vancouverfood #vancouverfoodie #vancouverfoodies #burnaby #newwest #surreybc #richmondbc #Canucks https://t.co/XvOoDkBsEa",neutral
Oakville and Halton residents step up to the challenge in this crisis and put social media to its best use with new @Facebook groups like ????Caremongering Oakville???? &amp;  ????Halton Grocery Store Updates - Covid-19???? These help us get through this #COVID19 #SocialDistancing https://t.co/TmreYpdrJk,extremely positive
"Interesting article discussing the impact #COVID19 is having on older diners. Less inclined to utilize off-premise channels, operators are scrambling to reach this demographic which is responsible for over 1/3 of #restaurant industry traffic. @FSRmag 

https://t.co/fjjA0HNi2i",extremely positive
"Thanks to Jason, Jay and Loui for showing John, one of our Executive Directors, the ropes this morning. John spent the morning emptying bins in #Selsey . He was utterly impressed. Thanks to the residents who were clapping and leaving notes and chocolates. They were really touched https://t.co/4R654J86up",extremely positive
"At the best of times I can????t stand anyone near or next to me in the supermarket isle looking at the same products on a shelf. Now it????s a nightmare. I end up having to leave and loop back when they are gone. Anyway, good for another week. Relax. #coronavirus",extremely positive
As more of us turn to the internet to shop during remember that if an online shopping offer looks too good to be true then it probably is Find out how to protect yourself online,extremely positive
"#Cheerios maker @GeneralMills on Wednesday raised its adjusted profit growth forecast for 2020, boosted by higher demand for its #packaged products as people stockpile essential food supplies in the midst of the #coronavirus outbreak. https://t.co/bD8DzNIm1l",extremely positive
Expressing gratitude to all the scientists and researchers working tirelessly to find a cure for the virus. #Gratitude #Science #COVID19,positive
Is it safe to receive delivery packages and should you be online shopping anyway during the #coronavirus crisis? https://t.co/X06KhFIUG4 via @fabsab5,negative
It's frustrating to see people hoarding supplies and causing shortages for others. We need to be more considerate. #COVID19 #SupplyShortages,negative
Consumer Reports has some ideas on tech helping us work remotely while we're being vigilant in protecting colleagues and ourselves. https://t.co/0YkwWPKleg,positive
The panic buying and hoarding of essential items is causing even more distress. It's a selfish act that leaves others without the basic necessities they need to survive. #COVID19 #panicbuying #selfishness,extremely negative
Can we all agree that the real heroes of this pandemic are the grocery store workers? They deserve all the appreciation! #COVID19 #grocerystoreheroes,neutral
"@goddersbloom Our nation @goddersbloom has been ruled by greed and selfishness for the last 3 decades, today????s supermarket shelves serve to remind ?!  Who knows, maybe this #coronavirus is a chance to build community again- open up our hearts ? and maybe",negative
"Let's spread positivity during this challenging time by donating hand gel to pensioners in need. Together, we can make a difference! #COVID19 #Empowerment #PositiveActions",extremely positive
"Three high-demand, fast selling and profitable products to sell during the #COVID19 
1. Sanitizer to protect against #coronavirus 
2. Face mask to protect against #coronavirus
3. Cuttlass to protect from thieves during #CoronaVirusInNigeria 
#LagosUnrest #OgunUnrest #Easter",extremely positive
Even before the 19 crisis had slashed stock prices nearly in half since it erupted in January financial markets were in an inherently unstable condition Paul Craig Roberts,extremely negative
The government's handling of the pandemic is a complete disaster. They are failing to provide adequate support and resources to those in need. #GovernmentFailures #COVID19,extremely negative
It's disheartening to see the stark difference in how social distancing is enforced in different communities. #COVID19 #SocialDistancing,negative
#Day15 #Lockdown #SocialDistancing is the new normal. Stop being a consumer. Start acting as per minimum need. https://t.co/aX9wpgvYhH,negative
"@Biggan4Congress India has been successfully treating COVID-19 patients using this as part of a cocktail of drugs, easily available and affordable.  The big concern is this administration &amp; pharmaceuticals will rake in billions by raising prices in Am",extremely positive
"Inspiring news! Essential resources like masks and hand sanitizers are now more readily available, ensuring the safety of individuals and communities. #COVID19 #EssentialSupplies #PositiveChanges",positive
Happy Monday Here Are My In Financial Markets OPEC Output Cut Oil Prices Fluctuate News Stocks Decline Dollar Slips coming soon DIA SPY QQQ CL F,positive
"for anyone who is having symptoms or has been exposed, please get tested. We are offering covid-19 test at my job. We are seeing adults &amp; pediatric patients! Hmu for information we also have reasonable prices for those who don????t have insurance. Stay safe!",positive
"This panic shopping has to stop. The damn grocery stores have plenty of product but cant keep up stocking because all you damn crazies are spending all your money on stuff THAT ISNT GOING AWAY. Theres no shortage of food, toilet paper, or anything else. #coronavirus",extremely negative
"People need to stop the abuse they are giving #Supermarket staff because they can't get what they want or can't buy big quantities. It's not their fault and they are putting themselves at risk. #sainsburys #Tesco #Asda management, back up your staff. #CoronaCrisis #covid19UK",negative
"Stay connected with your loved ones through phone calls, video chats, and social media. Physical distance doesn't mean we can't stay emotionally close. #StayConnected",neutral
One of many examples of the impacts of COVID 19 on the industry Fishermen processors restaurants shipping distributors wholesale we ALL feel it You can help by purchasing wild American caught from your grocery store or straight from a local,positive
"Right now #books feel more vital than ever! ?

Some of our friends from Christian Bookstores across #Canada are offering online shopping &amp; delivery. We've compiled a great list, but if you know of any locations we've missed, let us know.

https://t.co/3bEj8Uz2vv https://t.co/Ssi9xMGgpD",positive
My cousin works at a grocery store. She says she's been working 70+ hours a week and still can't keep up. Please be extra kind to the people on the front lines keeping this country running and also maybe say a prayer that they don't get exposed. #coronavirus #COVID19 #Covid_19,extremely positive
Scammers are using fake charities and donation requests to exploit people's generosity during this crisis. Verify before donating! #Scams #COVID19,negative
Supermarket in Disturbing times with,negative
"FTC/FDA/FinCen all warn about disinformation???? But how do we deal with the lies coming from #IMPOTUS? 
https://t.co/EO4B96IIG0
https://t.co/0VrPS3Rj45",negative
"Let's empower our communities by organizing virtual fundraisers to purchase and distribute hand sanitizers to those who can't afford them. Together, we can make a difference! #Empowerment #PositiveActions #COVID19",extremely positive
@cenbank The world is facing a multitude of economic challenges rooted in Covid 19 &amp; fall in global oil prices. @NigeriaGov is Also doing A lot to cushion the impact &amp; Open Economic Opportunities..Stay Focused on Govt handles. Pay Less Attention t,extremely positive
It's disheartening to witness the increase in domestic violence cases during the pandemic. We need to prioritize the safety of vulnerable individuals. #coronavirus #EndDV,negative
"Observed at the local supermarket - plenty of fresh bread still available, but pre-packaged bread almost sold out - I wonder how the #coronavirus  crisis will affect the #unpacked trend? https://t.co/1f0FesXXdc",extremely negative
It's disheartening to see how the pandemic has exposed and exacerbated existing inequalities in our society. We need to work towards a more just and equitable future. #coronavirus #SocialJustice,negative
It's disheartening to see scammers taking advantage of the economic downturn caused by the pandemic. We must stay informed and cautious to protect ourselves. #COVID19 #Scams,extremely negative
"@DrSundara3 Most probably in cool air conditioned environment. Follow the equator.
https://t.co/zu2fCHMEyn If so even icu could be a conducive environment and the only solution is alcohol sprays. Supply large quantities to every street for decontaminati",positive
"The orders imposed last week to contain the spread of #Covid19 continues till further orders. 

????? ????????????? ???????? ??.13-21????? ???????? ????? ????????? ??????? ????????.????????? ????????????? ?????? ?????????? ???? ????????? ????????????.
 #LetsBreakTheChain https://t.co/1649Wn4z70",negative
Now this is a place u want to shop Not places like costco who raised its prices as soon as crisis hit Caring for the population amp employees is worth rewarding not the companies who abuse their shoppers Loblaws hikes employee pay amid COVID 19 crisis,extremely negative
"Well worth sharing with all work from home folks.  RT @FTC: Here????s an update on more #Coronavirus scams we????re seeing, and steps you can take to protect yourself, your personal information, and your wallet: https://t.co/n7srmmZp9k  #COVID19 https://t.co/vO2Ca9DLfA",positive
Convenience stores like @YeswayStores are implementing strict procedures and protocols to ensure everyone's safety during the pandemic. Let's appreciate their efforts and support them. #COVID19Safety #SupportLocalBusinesses,extremely positive
The government's lack of preparation and foresight in handling this pandemic is unforgivable. They should have been better prepared. #GovernmentIncompetence #COVID19,extremely negative
The man who wants to save the The   that is he s not very good at,positive
The financial stress caused by the pandemic is taking a toll on mental health. It's important to prioritize support and resources for those struggling with financial hardships. #mentalhealth #COVID19,negative
It's frustrating to see people not taking social distancing seriously. We need stricter measures in place. #InadequateResponse #COVID19,negative
"There is enough food to feed the nation, says AgriSA amid Covid-19 panic buying https://t.co/X0GQLGXOdb",negative
"Earlier OPEC, Russia and other oil producing nations agreed to cut output by a record amount, representing about 10% of global supply, to support oil prices amid the #coronavirus pandemic.

#COVID__19",positive
Help seniors avoid scams while finding help during quarantine #Pandemic #COVID #COVID19 #Coronavirus https://t.co/Vzm8j27i9a,negative
Egypt cuts dividend tax and energy prices to soften #coronavirus impact https://t.co/GvNVDaxTGj,neutral
"I wonder which place had the most germs right now, the hospital or the grocery store. #COVID19 #coronavirus #apocalypse2020",neutral
How SOAP kills the coronavirus good read for non scientists amp reminder for scientists 19 via,negative
Supermarket Sweep been preparing us for this for decades. #coronavirus #covid19 #hoarders https://t.co/HbJjg43rA4,neutral
The COVID 19 emergency has a good news the lowering of the global But do you remember what happened just a few months ago Take a look together with the KPI6 reports in collaboration with,negative
Friday night during the #CoronaCrisis ... grocery shopping ? online ???? for curbside ? pick-up. #SocialDistancing (we are old) https://t.co/Qejh69b4uD,neutral
"A friend of mine who works at Woolworths in eastern Melbourne said their store received 3 pellets of stock tonight, in total. 3.... #coronavirus #COVID19au #Covid_19 #food #supermarket #woolworths #shortage",positive
It's infuriating to see scammers using fear tactics to trick people into giving away their personal information or money. We need to stay vigilant and protect ourselves. #COVID19 #Scams,extremely negative
Wow Early 311 complaint trends in the age of in NYC,positive
Guy in front of me in a supermarket line has 6 bottles of duck deep cleaning gel... people don't lose your logic please! #london #coronavirus #panicbuying,negative
"Panic buying in Germany due to a perceived food shortage is ridiculous. The government and stores should be ensuring a steady supply of essentials, not causing unnecessary panic. #COVID19 #FoodShortage",extremely negative
"I never thought I'd be jealous of someone with a stockpile of toilet paper, but here we are. #toiletpaperenvy #ridiculous",negative
"@Ptbo_Canada Just talked to Robert at Black's, and we at McLeod's EcoWater are happy to supply as much NSF grade peroxide as needed for the sanitizers.",positive
Supporting mental health initiatives and reaching out to those who may be struggling is a positive action that can empower individuals. Let's prioritize mental well-being and offer support to those in need. #Empowerment #MentalHealth #PositiveActions,extremely positive
Oh my days #preston #itvnews  - the only people who can relate to this were around in the 2nd world war / this is horrendous..... however they????re the ones who are not staying in! #coronavirus #StopHoarding #washhands,extremely negative
"Went to the grocery store and check out guys says: ""playing monopoly?""  

Me: Sir, we're in a pandemic

#coronavirus",positive
"#French President Emmanuel Macron has imposed a two-week lockdown, declaring a ????war???? on #coronavirus; cancelled municipal elections,,citizens have been ordered to stay home and will only be allowed out for ????essential duties???? such as trips to the grocery store or pharmacy!  ?",extremely negative
