text,label
"I????m not paying these prices as a matter of principle. 
Can get halal at Asda, Tesco, Sainsburys without paying extortionate prices 

Coronavirus: Shops ????profiting off death???? - Ilford Lane businesses accused of price gouging https://t.co/aoFQ0wXxHr",negative
"#CoronaVirus
Our supermarket has the voice of our CEO piped in telling the customers how the shop is doing everything possible to protect them while they are shopping in our store......BUT when it comes to the safety of their staff they are falling miles short. We have had to....",positive
Surge in Online Shopping Drives Major Increase in Themed Fraud Attempts Full article from,negative
"I filled almost half of the shopping cart with cleaning supplies and immediately felt cleaner..."" My tiny contribution to explaining our current obsession with toilet paper. https://t.co/FFLIYEDEi2 #anthropology #stayathome #covid19 #coronavirus  #toiletpaper #purity #danger",negative
"24 Pictures That Prove Americans Have No Idea How To Deal With Coronavirus https://t.co/5wr7kryEy8 via @BuzzFeed 

#hamsterkauf #coronavirus",negative
Huge thanks for emergency food shopping for us  - 9th day of home isolation and no food available online. You are amazing. Keep safe. Oxford Covid-19 Mutual Aid public group | Facebook https://t.co/r6UiPgQkDd,extremely positive
Many car insurance companies are offering refunds during the pandemic but and Center for Economic Justice say more needs to be done to help consumers Via,extremely positive
Grocery store workers are constantly exposed to people infected w/ COVID-19 (50% asymptomatic). They're working long hours &amp; dealing w/ panic shoppers which will lower their immune systems. These folks need testing now &amp; need full pay for any missed work after a positive test.,extremely negative
"@Kolinagirl @DonaldJTrumpJr Capital will always flow where it multiplies and that is an will stay #china because they can provide the best price and after #covid19 they can make prices cheaper to win back their customers.
That's how #CAPITALISM is.
At",extremely positive
"Ordering your shopping online whilst self isolating? You could be raising free donations with @easyuk! Just go to https://t.co/sKLODCXpES to get started &amp; make a difference!
#Flixton #LoveStMichaels #donations #EveryLittleHelps #coronavirus",positive
Convenience Store Retail Chain @YeswayStores Message on  #Covid_19 procedures and protocols. They are helping to keep everyone safe. #Yeswaystores Learn More At https://t.co/6I65FGGqEp https://t.co/nhKiClXhHf,extremely positive
Read the latest #COVID-19 updates from the @US_FDA: https://t.co/zocCLz8i1K,neutral
How far can the coronavirus spread...using a supermarket as a model? https://t.co/GAHscLXFGN via @BBCNews #coronavirus #COVID19,neutral
Local grocery store #SocialDistancing #sixfeetapart #Brooklyn #ny dont people realize its all done on purpose...#unemployment prices are already going up https://t.co/nCJCTqL1dC,neutral
No Wearing gloves to the supermarket is not going to protect you from Covid 19,negative
"In the wake of the COVID-19 outbreak, our certified Credit Counsellors are prepared to help the many Canadians who are at risk of facing consumer insolvencies. We work hard to help Canadians with their financial hardships  ? #DebtHelp #DebtFree https://t.co/1wEliBYwJP",extremely positive
Stay classy @Facebook with your sponsored spam businesses selling toilet paper. @USAttyPatrick #coronavirus #toiletpaper https://t.co/K5LQWQ0ORT,positive
"https://t.co/AqNH02VQTM
The #racist backwardness continues to spread. #coronavirus",neutral
For those who don t know You can support your local independent bookshop for me by online shopping at Amazon have enough money to survive Covid 19 Cheers,extremely positive
Strong thread on changing consumer behavior in the age of,positive
I made a meme. #COVID19 #coronavirus #toiletpaper https://t.co/xNJ4ddGOuf,neutral
Full beat on YouTube. DM .e about beat prices and deals? #snapchatdown #PinkMoon #FullMoon #lockdownextension #BernieIsOurHope #COVID19 #coronavirus #WednesdayMotivation #art #producers https://t.co/tbqV7NmpMW,neutral
"@PMOIndia @narendramodi Dear Sir,
We all really appreciate your directions towards Covid 19
As we have voted you to be our Prime Minister to help us and the nation..We all had a question 
What about food water and groceries for the common people who",extremely positive
"Maybe the run on #toiletpaper is a metaphor for explaining why #coronavirus is worse than the flu to (parents, spring breakers)? Replace TP with #ventilators and maybe they????ll start to understand. Supply and demand w/ deadly consequences, mom!",extremely negative
Today hundreds of additional testing kits were transferred into Additionally 1 000 protective suits for medical teams and 100 liters of sanitizer gel were transferred into Judea amp Samaria coordinated by COGAT in ongoing efforts to stop the spread of,negative
Tesco able to pay UK dividend as sales soar due to Covid-19 https://t.co/n879wOXYkN,negative
"I hope they ask Liz Truss why she exported so much Yorkshire tea to China. My local supermarket ran out of it. I have to do with proper chinese tea now.
#coronavirus #DailyBriefing #Briefing_COVID19",positive
"AdobeExpCloud: RT peter_sheldon: Online purchases in the US for toilet paper have spiked by 186%, cold &amp; flu products 198% and hand sanitizers, gloves, masks by 817% according to #AdobeAnalytics data. https://t.co/BGAsfWF5je AdobeExpCloud #COVID19 https://t.co/shGJXft9mj",positive
From the hot zone! My sushi place is delivery only. My wine shop is limiting capacity. Cold medicine shelves are empty but employees are furiously restocking. Grocery store has many holes but a TON of restocking is going on. Every store has toilet paper.#coronavirus #NYC #Brookly https://t.co/aSphYfx2jG,extremely negative
They deliver our food stock our grocery stores and care for our kids so the rest of us may have the luxury of practicing social distancing NYLAG advocates for undocumented immigrants to receive a in this op ed via,positive
"The individuals and families that food banks support simply can????t afford to stock up, as other Canadians are doing.  https://t.co/YlBhj6fTRi",positive
Farmers facing more challenges with,positive
Egypt cuts dividend tax and energy prices to soften #coronavirus impact https://t.co/GvNVDaxTGj,neutral
Live Covid 19 updates Shop normally says supermarket boss,neutral
I wonder how impressed Boris Yeltsin would be with an American supermarket on 3 20 2020? #Covid_19,positive
"Well worth sharing with all work from home folks.  RT @FTC: Here????s an update on more #Coronavirus scams we????re seeing, and steps you can take to protect yourself, your personal information, and your wallet: https://t.co/n7srmmZp9k  #COVID19 https://t.co/vO2Ca9DLfA",positive
"nurses, teachers, those who grow our food and those who transport it to the supermarket shelves, and the people who, despite the health risks, continue to serve us in the supermarkets &amp; pharmacies.""

https://t.co/qOoXhtDPC7",positive
At a time of heightened demand for nutrition services due to seniors self isolating because of COVID 19 we need expanded access to programs like MealsOnWheels that provide relief for seniors staying home,extremely positive
"12:30 Health is first a personal responsibility. Carry your own sanitizer, even as you make use of freely available options. #IWillStayAtHome #StayAtHome #coronavirus via @Mouchieee",positive
? I spend extra $ to stock food I can't afford only to end up not being able to eat much of it because of my bad gallbladder ? which can't be fixed rn due to Covid-19 which is why I had to spend extra $ on food. SNAP won't cover food ordered via online at my local store.,positive
"Even if #China rebounds, 2020 growth in EM Asia &amp; LatAm will be hit hard by the combo of lower commodity prices, financial dislocation, and recession in key trading partners.

Latest growth projections for these regions in new Economic Views [no paywall]: https://t.co/x0V2oy8imG https://t.co/WZFjYMcNtk",negative
"This week in NFCW: Contactless limits increase around the world, NFCW's first online conference, China leverages mobile payments to boost consumer spending, and more... - https://t.co/nuoXvbmJUm #nfc #contactless #payments #biometrics #retail #wearables  #coronavirus #covid19 https://t.co/95uZjbtfJ7",extremely positive
With the Covid-19 lockdown you are probably shopping online more than ever. Did you know that you can donate to @Shiviatweets while you shop? https://t.co/05XdaICTpJ,neutral
"#CampaignSpot: The COVID-19 pandemic has directly impacted F&amp;B brands due to consumer paranoia, and rumours. We take a look at how F&amp;B brands are generating faith among consumers by sharing on social media. 

#Covid19

https://t.co/irp76Nqu8e",positive
Going to the grocery store be like... #COVID19 #Covid_19 #QuarentineLife #foodie https://t.co/bSYm5rGAgs,positive
"Last week vs Today #Costco ?

#coronavirus #CoronaCrisis #coronavirusmemes #CoronavirusOutbreak #seattlecovid19 #seattlelockdown #Seattle #toiletpaper #ToiletPaperPanic #toiletpapercrisis https://t.co/hq4RuOOtU7",neutral
COVID 19 Prices of face masks hand sanitisers capped in Tamil Nadu,positive
business am top stories Majority of staff furloughed  Little consumer hope of summer travel return  US carriers set for 60bn state aid lifeline makes shore side redundancies Sign up here,positive
"????The Lucky Charms were all gone.???? Disappointments of a food shopper trying to stock up. https://t.co/AiEMMHbvWm. 

Fascinating look at consumer buying habits during COVID-19. It will be interesting to see what changes occur long term. Via @WSJ",extremely positive
"...SUPERMARKET &amp; RESTAURANT WORKERS, DELIVER GUYS and everyone who????s helping and contributing to keep us safe and well... And lastly, EVERYONE WHO????S STAYING HOME to contribute in their little way... #stayhomestaysafe #thankyouheroes We need to be together to fight #covid_19",positive
"@nuaansw has produced this COVID-19 Harm Reduction consumer resource, providing tips on how to stop the spread of the virus and planning ahead if you have to self-isolate if you use drugs https://t.co/3pwrK02Xe4",extremely negative
How is it that you can never find toilet paper but you can find plenty of toilet bowl cleaner #toiletpaper #coronavirus #coronavirus2020 #CoronavirusPandemic #butwhy #dirtypeople #cleanthosetoilets,positive
"Bangalore-based startup @Bioneventures is selling ""at-home"" COVID-19 rapid antibody screening tests for Rs2500 on its website. AIDAN has raised concerns to @CDSCO_INDIA_INF @ICMRDELHI about direct-to-consumer marketing of test kits &amp; to investigate this https://t.co/8KnKmNOs6P",neutral
"@HennySpiff Our prices haven't changed but we are providing everyone with additional data at no cost. You can learn more about our COVID-19 efforts at the link here: https://t.co/n3829CIYpF

We'll help with your service, is there an intersection and c",positive
"Hyvee always thanks it????s shoppers for shopping. Hyvee, Sunday, March, 15, 2020, in Blue Springs, Missouri. However, as COVID-19 develops will shoppers begin to take advantage of online and delivery forms of obtaining their every day needs? https://t.co/yKgrv3vBPQ",positive
"Three high-demand, fast selling and profitable products to sell during the #COVID19 
1. Sanitizer to protect against #coronavirus 
2. Face mask to protect against #coronavirus
3. Cuttlass to protect from thieves during #CoronaVirusInNigeria 
#LagosUnrest #OgunUnrest #Easter",extremely positive
@dangerfield35 @HabgoodAaron @ReelAdventures_ @1116sen Unless you are fishing from a jetty its quite easy to find a spot with nobody near you. People are less likely to pass on the Covid 19 when fishing than they are going to the Supermarket ( which is es,positive
Grocery store employees in U.S are starting to die because of the #Coronavirus https://t.co/NEzTjFZyum,negative
"FTC/FDA/FinCen all warn about disinformation???? But how do we deal with the lies coming from #IMPOTUS? 
https://t.co/EO4B96IIG0
https://t.co/0VrPS3Rj45",negative
"So these pale devils are now beginning to use the virus as a weapon again ppl. No need to guess who they're doing this to.
Man charged for coughing on grocery worker claiming to have COVID-19 https://t.co/Q94q6rZsY8 via @MailOnline",extremely negative
"LOOK: Those who are entering this supermarket in Quezon City need to fall in line. Only 100 persons are allowed inside | @CarolynBonquin 

Follow our live blog for more #COVID19 updates: https://t.co/FDRB217en4 https://t.co/pIek3cA2P8",neutral
While oil prices plummet as does natural gas none of this matters to us State governments are trying to hand over our lives to dirty energy corps We have 9 5 years to replace fracked gas with clean energy manufacturing We must fight and fight hard,positive
"Gas prices are low, and the only place I get to go is work! #coronavirus #coronatime #stillgottawork #COVID19",negative
Queensland supermarkets get green light to restock 24-7 as COVID-19 cases leap https://t.co/GuUIarXUBF via @ABCNews,neutral
Number one in consumer spending in Australia between March 30th amp April 5th was online gambling Calling for an advertising amp promotions ban during COVID 19 to protect UK citizens in isolation,negative
"Critical care nurse Dawn has pleaded for the public to ""stop it"" after being faced with empty supermarket shelves following a 48-hour shift. https://t.co/1sQHM2U5Ba",negative
#NOVACYT #NCYT Demand for private #coronavirus testing kits is skyrocketing with prices also rising rapidly. One supplier increased the cost of its tests by 25 per cent over the weekend as private labs struggle to cope with demand https://t.co/TQqYyxZuEx,negative
Lysol Laundry Sanitizer Additive Crisp Linen - 2 X 90 ounces each https://t.co/epmUxnDoVy #coronavirus #covid_19 #covid19 https://t.co/5QeWiXTtDe,neutral
"@GovChrisSununu @stevenmnuchin1 @USTreasury SIR! I need assistance! My mom????s boyfriend works in a retail store, and his co-worker was just diagnosed with COVID-19. They are NOT having the employees quarantine for two weeks, but sending them other stores!",neutral
Think my local supermarket should have a Covid 19 disciplinary system Some terrible offenders on the social distancing front The staff should be showing a yellow to those who encroach on any 2m  ring  first time and then send them out second time to queue again That d stop it,extremely negative
One of many examples of the impacts of COVID 19 on the industry Fishermen processors restaurants shipping distributors wholesale we ALL feel it You can help by purchasing wild American caught from your grocery store or straight from a local,positive
Members of the coronavirus task force hold a briefing on COVID-19. Watch here: https://t.co/S2YqtIFNcD,neutral
"@goddersbloom Our nation @goddersbloom has been ruled by greed and selfishness for the last 3 decades, today????s supermarket shelves serve to remind ?!  Who knows, maybe this #coronavirus is a chance to build community again- open up our hearts ? and maybe",negative
I'm at the grocery store and this old lady ask for my help to get the last pack of toilet paper off the top shelf. I believe in helping my elders. So I have to do the right thing. I took the toilet paper from the top shelf and ran the f*^k out the store. #coronavirus,extremely positive
Food shops will not close. Period. Give up on the selfish panic buying bullshit for the love of God.      #COVID2019,negative
Good job I like Rhubarb and Custard Creams   19,extremely positive
"Wholesale and retail beef markets have endured enormous upheaval since mid-March.  Starting March 16, the surge in retail grocery buying put huge demands on retail supply chains resulting in dramatic and immediate spikes in wholesale beef prices.

https://t.co/2RtaB7cyvA",positive
With all this chaos going on with I m still sat waiting for flight prices to drop,extremely negative
"Check this @McKinsey roundtable w/ tactical advice from China's leading retail execs re: how they lessened COVID19's impact on people &amp; businesses.

Click to read: https://t.co/l68X8Es9bf

#mckinsey #consulting #leadership #covid19 #china",neutral
"I????ve been out for walks going to the local coop. 
No problem sourcing anything we need.
I think the way forward is:
?Local shops
?Milk delivered
?Local farm shop
Once the lockdown is over, we may never shop at a supermarket again. #coronavirus #localshops",negative
McConnell Democrats Turning Coronavirus Relief Bill Into A Left Wing Episode Of Supermarket Sweep,positive
"@Biggan4Congress India has been successfully treating COVID-19 patients using this as part of a cocktail of drugs, easily available and affordable.  The big concern is this administration &amp; pharmaceuticals will rake in billions by raising prices in Am",extremely positive
"#coronavirus #covid19 Happy Easter  Good Friday  Easter  Away Game Anticipation #sunday  #Jesus  #JesusChrist  #religion  #ReligiousFreedom  #world  #StayHome  #keepput #StarWars  #justkidding #toiletpaper  #facts #places 

https://t.co/nB1b5BGyIS",extremely positive
Industry leaders reaffirm the country????s #supplychain is prepared to meet demand. https://t.co/vdQ0j3N7k0 @WinsightGrocery #coronavirus,positive
"Children's clothing chain Carter's furloughs all store employees, takes additional steps due to COVID-19 https://t.co/nQUSdfs2e9 via @AtlBizChron  #Carters  #furloughs  #layoffs  #economy  #retail  #business",neutral
@ODPP_KE What Ares you doing concerning the Bungoma washing hand containers with exaggerated prices ?  People should not steal our taxes with the current situation of #Covid_19 #coronavirusInkenya,extremely positive
I went to the supermarket today to buy toilet paper I was too late There were only empty shelves I did not post a photo of empty shelves on any social media platform You re welcome,positive
"Thanx for update brah... break... 

Next couple weeks will be a great opp to buy a few 55gl barrels of gas &amp; diesel as Gas prices nose dive! .99gl in London, Kentucky!  Will continue to fall as long as Covid-19 lockdown continues bump up a tad when OPEC cuts production then ...",positive
How SOAP kills the coronavirus good read for non scientists amp reminder for scientists 19 via,negative
Printed store flyers may not come back as COVID-19 changes retail habits - https://t.co/pkeaZWBL3t store flyers may not come back as COVID-19 changes retail habits https://t.co/kzPscXrnMa,neutral
cancellations Holidaymakers in danger of losing thousands of euro as airlines refuse to cancel flights despite bans and agents look to sidestep consumer protection legislation via,extremely negative
"6) Duration - how long will #Covid_19 last, and more importantly, how will it change buying behavior, consumer discretionary and availability of #VC funding? Will our startup work better in a post-quarantine world?",extremely positive
"#Covid_19 #crisis: Consumer internet #startups brace for salary cuts, #layoffs
#EconomicCrisis 

https://t.co/RRfyaWqW4a",negative
"Many New Zealanders now receive their food via a delivery company and are in effect no different to a supermarket delivery option.""
https://t.co/Opjo7Fjh7j",negative
"sending 1.3bn Ppl into a sudden panic, stranding 40m migrant workers &amp; jeopardising the livelihood of 120m day laborers is not how responsible govts work, these are the machinations of a failed paranoid leadership.
#coronavirus #coronavirusindia  
https://t.co/Yi4nvlaF3c",extremely negative
"In case you haven't met yet, allow me to introduce you to the cue to get into the grocery store. At 7:25am. The good news? Shelves are no longer bare and stores seem to be in the process of restocking. #covid_19 #COVID19US #santamonica #TrumpVirus #TrumpRecession https://t.co/LODDWYwiuJ",positive
"Help Rhine Hall Provide Sanitizer
#coronavirus #handsanitizer
#distillery #chicago #Covid_19 
#COVID19 #CoronavirusUSA
#Gofundme #donate
#pfe #rhinehall 
https://t.co/9zM7jAZsQa",positive
"The orders imposed last week to contain the spread of #Covid19 continues till further orders. 

????? ????????????? ???????? ??.13-21????? ???????? ????? ????????? ??????? ????????.????????? ????????????? ?????? ?????????? ???? ????????? ????????????.
 #LetsBreakTheChain https://t.co/1649Wn4z70",negative
"People need to stop the abuse they are giving #Supermarket staff because they can't get what they want or can't buy big quantities. It's not their fault and they are putting themselves at risk. #sainsburys #Tesco #Asda management, back up your staff. #CoronaCrisis #covid19UK",negative
"Inside a small (Japanese) grocery store on Robson Street in downtown Vancouver.

A table put between the cashier station and the customer, to force a minimum distance apart, as a reaction to #covid19 #coronavirus . https://t.co/gjvSDwG66L",neutral
As fatalities in exceeds 4 500 in 175 cities the aid provided by WHO amp other countries has ended up in IRGC s warehouses amp allocated to special IRGC hospitals Some of it is sold in the black market at exorbitant prices,negative
Curious what COVID 19 is doing to the local service industry just published the data we re seeing about consumer activity across the country and across industries This is the challenge facing small business,positive
Consumer behaviour intensifies as #Covid19 outbreak forces new shopping patterns - @NielsenAfrica  https://t.co/WIDS9yxlcy via @Biz_Retail #CoroncavirusSA #Coronavirus #ConsumerBehaviour https://t.co/NjUP6zJ0MN,neutral
The #coronavirus emergency????s huge and obvious effects on the economy are worrying a lot of homeowners about the future of their most important investment. #housingmarket #BayArea https://t.co/dFZmVbtba2,negative
I already knew about some geniuses in Denmark but this supermarket sets the record First hand sanitizer you buy is about   5 50 euro second is about   134 That s a way to stop the hoarding   WELL DONE who dares to be next,extremely positive
"????We expect consumer interest and site traffic to exceed what we????ll be able to fulfill"" PLCB. 
Did you try to buy #wine or #spirits #online today with no luck? The website was shut down due to ""overwhelming demand"".  @PennWatch #alcohol #coronavirus

https://t.co/7LMdKRA3ma",extremely positive
@MichaelLeePope @UncorkdSuffolk @TransitionVa @PrecariousBeer It????s more important now than ever that we #supportlocal during tough times. We want all of our local friends and businesses to survive through the #coronavirus and the uncertainty that it brin,positive
"hello @RoyalMail in light of the #Covid_19 goings on, you need to not rise your prices further hitting businesses that are still able to operate in these times, what do you say?! @RoyalMailHelp",neutral
Help seniors avoid scams while finding help during quarantine #Pandemic #COVID #COVID19 #Coronavirus https://t.co/Vzm8j27i9a,negative
Birmingham mums misery at FOUR WEEK wait for supermarket deliveries uk,negative
"While the world panic buys loo rolls and food, #US panic buys guns and ammo.

#coronavirus #panicbuying 

https://t.co/IbkFPTvuc7",extremely negative
The Consumer Council of Fiji says it has noted some incidents of panic buying linked to the #COVID19 coronavirus. #TimesNews #FijiNews https://t.co/afcv47QcYU,negative
"FRB SF - A new Daily News Sentiment Index provides a way to measure sentiment in real time from 1980 to today. Compared with survey-based measures of consumer sentiment, this index shows an earlier and more pronounced drop in sentiment in recent weeks https://t.co/ZZPddQd2ul",negative
"Retailers who inflate prices because of #Coronavirus to be prosecuted.
YESSSS https://t.co/kX6hlRGfnQ",negative
"During a time when thousands are stocking up on food and essentials, the shelves at food banks in the Peterborough area seem to be dwindling in supplies. But Kawartha Food Share says there is no need to panic. 
https://t.co/AMA9MtXxKy",extremely negative
@OccaQuokka @MelissaLDavey The prices were high pre covid-19 and access to fresh food has always been limited due to prices! It????s not right and it????s not fair on our people Indigenous and non Indigenous.,negative
"$BATS LN investor day. Covid-19 ""as yet ... no material impact"". ""Limited impact to date on consumer demand on cigarettes""; duty free ""not material"". US volume decline only -4% YTD. Planned 2020 pricing 60% done. Retain 2020 forecasts, w/ HSD EPS growth. Good for $MO, $PM, $IMB. https://t.co/o2yfoNmBN9",extremely positive
"Hello everyone. My name is Abdulla Al Noman and I am a graphic designer. This is my new logo design. 
How is it.?
Are you looking for a custom logo design..?
Just send a Direct Message.
Full view: https://t.co/9fob5kKzb6
.
.
#onlineshop #logodesign #shopping #Slay #coronavirus https://t.co/LGz13D7d3n",neutral
Food makers are doing everything they can to keep up with brisk demand and this is going to add to the pressure: Modesto Frito-Lay Factory Temporarily Closes After Multiple Employees Show COVID-19 Symptoms. https://t.co/gaOv9Mz0t7,negative
"Now this is one of the most important lists you'll see in 2020! A stance by the government to prevent companies from hiking up the prices of baby formula, toilet paper, rice, cooking oil, and more basic household items? #COVID19SA https://t.co/V0whnMDYlm",positive
"Grocery store and pharmacy workers have become a front line in the fight against #COVID?19. In Canada, retail operators are scrambling to protect staff who don????t have the luxury of working from home, or using #socialdistancing techniques. Read more here: https://t.co/C3cpzeSweB https://t.co/zsLLd49auh",neutral
@piersmorgan you need to show the clip of the Chinese woman who had coronavirus and was caught spitting on fruit in a supermarket #coronavirus #Moronavirus,neutral
"Oil prices could fall below ZERO !

Are you ready for Ezekiel 38 ?
#Magog #Gog #Russia #Turkey #Syria #coronavirus #Jesus #HolySpirit #Israel https://t.co/e4rSb1Dyu7",positive
"Hakim Optical has kept a close eye on the COVID-19 situation as it has developed, and we are officially announcing the closing of our retail locations for the next three weeks, starting this Friday, March 20, 2020.

Full details: https://t.co/9eqmwWoGMp https://t.co/G74Oblwu8K",neutral
"@TMZ Wow! ???
People aren't playing about not catching the #coronavirus 
Sis, has an entire paper bag and gloves on, at the grocery store.
This is a scary time.
? ? ??
#Covid_19 
#PalmSunday 
#StayAtHome",positive
It s Not Covid 19 It s due fall in global oil prices Oil cost 30 barrel amp Nigeria spends 28 to produce a barrel surely its No longer sustainable to maintain under recovery We produce max 2M barrels Saudi produces 10 12MB day lt 3 barrel amp still offers discount on its crude,negative
"The ONLY real thing I????ve learned from this PANDEMIC is that ur all TOTAL assholes. I can????t even wipe my ass now or buy milk, there is no food left &amp; Amazon has nothing in stock. Thanks for being greedy POS????s &amp; leaving NOTHING for ur fellow man. I HATE U ALL! #coronavirus",extremely negative
"These #charges are never in favour of the consumer: Eg,some(often of foreign ancestry at Aldi)checkout operators short change customers by 5c,but if you're the one 5c short,you don't get your #groceries. #coronavirus #Auspol",negative
I just bought 3 containers of hand sanitizer and some face masks from behind the counter. Oh how times have changed #coronavirus #COVID19 #COVID,positive
"The @AdColony survey reveals consumer preferences in the Middle East amid COVID-19 outbreak
https://t.co/TsY3Yq6yq1",neutral
Every resource you could possible want on #COVID19 consumer behaviors: ?@nielsen?  https://t.co/ZxlB0nCnOm,positive
"Follow that truck
Serious #ToiletPaper #Mobbing 
#Coronavirus 
#covid_19 
#ToiletPaper https://t.co/d8YgGEn2L0",negative
Make sure to stay 6 feet apart from others when you are at the grocery store or pharmacy,positive
"At the best of times I can????t stand anyone near or next to me in the supermarket isle looking at the same products on a shelf. Now it????s a nightmare. I end up having to leave and loop back when they are gone. Anyway, good for another week. Relax. #coronavirus",extremely positive
"Interesting to see shifts in consumer's buying behaviour changes overnight becos of #coronavirus #covid19

https://t.co/VfFgZo16BG",positive
Crucial info from a friend who knows how much loo roll people use As someone who has frequently provisioned for 4 6 months without a grocery store I promise you that 1 roll per person per week of th#e average sized roll is all you need,positive
"@SamMcAlister1 So true. #NHS are heroes. #FireFighters #police #soldiers - undoubtedly. Supermarket workers are fighting their own battle too though. High risk, shit pay and zero fucking thanks. #tesco #Waitrose #lidl #coop #asda #sainsburys look after yo",negative
"Confession time: I did two stock shops for myself and family back when this #coronavirus was only in China and Italy AND when there was enough food in shops to do so. 

Everyone said I was being stupid and over dramatic, but look at the world now! 

#Covid_19 #QuaratineAndChill",negative
Chairman has asked to make proper arrangements for the daily wagers who became workless after lockdown due to Otherwise for the passage of time the people s demand for food might become bigger than this pandemic,negative
"We doubt that the #farmers will get a fair price for Basmati this time. The impact of #Coronavirus would soon be visible on the market price""

Read in the fifth part of our series, FiasCorona, about the impact of #Covid_19 on the farmers

Read: https://t.co/iKgujkf37Z https://t.co/dYZuuWXtrZ",negative
Germany COVID-19 Upadate: Food shortage sparks panic buying. Is there really a food shortage in Germany? Watch this video : https://t.co/oIVbrUPEZc https://t.co/jEE0Y3RKyZ,extremely negative
"Our people are joining the fight against #coronavirus. Consultant Annabel, on hearing a local clinic had run out of hand sanitizer, donated 40 litres from our stock. Thank you for your quick thinking.
#InsideFGould #InsideAtkins #InThisTogether #ProudToBuildWhatMatters https://t.co/AcDrJI82VN",positive
