text,label
I'm so tired and not feeling confident about any of the tests today. Stressing out!,negative
See you on may 16!!,neutral
"lol, i`ve done that one b4  i`m a victim 2 that! lol",negative
I saw that the movie theaters are reopening.,neutral
Enjoying a relaxing bath after a long day.,neutral
"It`s my wall, and I like saying I banned Zac Efron  lol sonny",positive
Finally hit my goal weight today! So proud of myself!,positive
rofl! we aren`t wearing dark grungy though! I asked bradie if it was ok he said yess,positive
Happy moms day,positive
: more interested in watching SNL for Ciara than Justin Timberfake,positive
_Rahal Thing about living is that there are always undeveloped pictures in your future.,neutral
she fell into deep crack in the glacier  so terrible,negative
Nice idea for a M-I-L gift. Did you crochet it? Good idea about looking online.  There are Youtube videos showing lefty crochet.,positive
Just finished organizing my closet. It's so satisfying to have everything in order.,neutral
"I'm still waiting for a response about my SimFinger problem, it's so frustrating.",negative
Thinking about going for a long drive this weekend. It's a great way to clear my mind and enjoy the scenery.,neutral
Freaking out a bit..crossing my fingers that things will work out ok,neutral
lol ! You take David lah ! I want Danny  not tom !,neutral
"I'm feeling so exhausted from all the work, I just want to take a break.",negative
Thank you. I needed that,positive
did you have an amazing time?,neutral
Yea its nice! But im only here for a weekend!,positive
Somebody accidentely sleep for 3 hours instead of 2 and now I can`t hang out  WORK BLOWS! sorry _jones20 and,negative
at f***** work  .... want somebody to come ???,negative
"I hate being cooped up inside because of bad weather, it's just so frustrating!",negative
Enjoying a cup of tea and reading a book. It's a relaxing way to spend the afternoon.,neutral
Attended a live concert for the first time in ages and it was incredible! The energy and music were phenomenal.,positive
"I wish I could afford that fancy vacation, but it's way out of my budget right now.",negative
Yeah it`s Friday but I have to work at 5am tomorrow  oh well going shopping afterwork,neutral
Planning a picnic in the park tomorrow. Hoping for good weather.,neutral
"I assume you mean 2nd item with 3 nested lines, but no invert call tree button to be found   ??????  ??????   ??????",negative
Heading out to run errands and check things off my to-do list.,neutral
Sadness  The top horde guild that I liked disbanded.,negative
Getting ready for a fun night of karaoke with friends.,neutral
_M Make one with something about the Charger?,neutral
"Ugh, looks like you`ll have some work to do . Good luck",positive
Meeting a friend for lunch today. Looking forward to catching up.,neutral
Not a happy camper  not having a good day at all...,negative
Got Firefox working again. Now I just have to get back all of my bookmarks...,neutral
"I miss you too, Mojokins! I go there, but not long enough to comment  Will do more this weekend!",negative
fantastic.... pick up a **** for me,positive
Feeling so lonely and homesick. I miss my family and friends.,negative
Enjoying a quiet evening at home. Just relaxing and watching TV.,neutral
Thinking about what to have for lunch. Any suggestions?,neutral
"I'm so tired of dealing with these constant computer glitches, it's driving me insane!",negative
I'm so thrilled to announce that I got accepted into my dream university! All the late nights studying have paid off. #dreamscometrue,positive
just been in the garden but i was being attacked by bugs so i came inside,neutral
Ok the thunder is scaring me,negative
Actually there was this other guy I thought I didn`t know but turns out I DID know from a previous party...,neutral
"quitting my beloved job... having a long luvly  vacation at Koh Tao (turtle island), south of Thailand... SEA, SAND, SUN...WANNA JOIN ME?",positive
"Was supposed to have an interview, but they canceled last minute. Feeling so disappointed.",negative
I hate being stuck inside because of the rain. It's ruining my plans!,negative
bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin godzilla,neutral
"I'm feeling really sick, and it's affecting my mood. I hate feeling this way.",negative
Celebrity sighting: Spongebobs here! #BEA09   LOL! Now I`m even more distraught I missed it,negative
I got into a fight with the pavement. I think it won  poor little knee,negative
Enjoying a quiet morning with a cup of tea.,neutral
"I'm so tired of being stuck indoors, I just want to go outside and enjoy the sunshine.",negative
"I'm feeling so lonely and isolated, it's hard to connect with anyone.",negative
The gigantic initial inertial to get oneself to work after a deadline,neutral
Tickets to my favorite band's concert just arrived in the mail. Can't wait for the night of great music and unforgettable memories.,positive
"Thanks dear, I know this, but I appreciate the validation as always",positive
Going to a museum today. Looking forward to seeing some interesting exhibits.,neutral
"I'm so disappointed with myself for not achieving my goals, I feel like a failure.",negative
"Looking forward to the weekend. Hopefully, it will be a chance to relax and recharge.",neutral
About to Enjoy the Silence,positive
"I feel so overwhelmed with all the work piling up, I just want to escape from it all.",negative
"I had such high hopes for tonight's party, but it turned out to be a complete disaster.",negative
what was said?,neutral
Heading out for a hike in the mountains. Enjoying the fresh air and scenic views.,neutral
I keep pulling out my knitting at my desk and then putting it back.  Not good!  Not good!    T-minus 15 minutes till release........,negative
why does life have to be so stressful? I'm just overwhelmed and exhausted all the time.,negative
Finished reading a really interesting article about climate change. It's important to stay informed.,neutral
"Born and raised in NYC, but I still miss it now that I'm living in Texas.",negative
Hi!! How are you? You`re an amazning actress  Greets from Slovenia,positive
"I was so unhappy for about 10 minutes, and then I found out I am considered obese. Just my luck!",negative
well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!,positive
Thank god you didn`t go **** until after you had me...,neutral
() oh snap,neutral
FML still awake  melatonin not working!,negative
"I miss my loved one so much, wish they were here with me.",negative
Heading to the farmers market to pick up some fresh produce. Always love supporting local vendors.,neutral
Feeling really stressed and not well. It's affecting everything.,negative
I'm so tired and exhausted. I can't wait for the weekend to relax.,negative
"I can't believe how broke I am, I can barely afford the essentials.",negative
Heading to the beach for some sun and relaxation. Excited for a day of lounging.,neutral
waiting to go to the movies later for my 6th month. booored.,negative
_rockett i know! And he laughed at the stupid `women`s right`s` joke. Wth! Glad we have the same humor!,positive
Just finished a productive day of work. Looking forward to some relaxation tonight.,neutral
I wish I could go. See ya at Warped for sure tho!,positive
45Th st pub anyone tonight? Dont want to be a lonely drunk tonight,positive
macbook dying. switching to iphone.,negative
"You make me smile....it will get better, you have to believe that",positive
Any recommendations for a new podcast to listen to? I'm always looking for something interesting.,neutral
"I'm feeling so disappointed with myself, I wish I could turn back time.",negative
Chicken beer and good company makes a good night...,positive
This rainy weather is making me feel so tired. Can't wait for it to stop!,negative
"ew, i used to get 'suicides' in mid. school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",positive
http://twitpic.com/4jjdx - Soak your had in hot water (but not boiling) for about 30mins - it`ll pull them right out,neutral
"Enjoy Springsteen, I`m seeing him at Glastonbury in June!! Give us a report when you get back",positive
Sending love and gratitude to my wonderful siblings. I'm grateful to have such loving and supportive siblings in my life.,positive
Just got back from a morning run. Feels good to start the day off with some exercise.,neutral
Enjoying a leisurely stroll along the beach.,neutral
Thinking about what to do this weekend. Any suggestions for fun activities?,neutral
"Everyone is going out tonight, but I'm stuck at work until late. Feeling left out.",negative
I'm stuck at home with the flu. Feeling sick and miserable.,negative
"Tomorrow is the day I've been waiting for! Going on a vacation to a tropical paradise. Sun, sand, and relaxation here I come! #excited",positive
Had an amazing time catching up with old friends over a delicious dinner. Love spending quality time with great company.,positive
is soo bored its lovley day outside but nuttin to do,neutral
"THIS TWITTER **** BORES ME, NOW I C Y I HAVEN`T BEEN ON HERE IN A MONTH",negative
Writing in yearbooks make me wanna cry,negative
just another manic monday.. wish it were sunday.. that`s my fun day  happy monday twitterland,positive
Enjoying a relaxing evening at home with a good book.,neutral
i didnt get a hug today,neutral
i have no idea wtf im doing,negative
"this never-ending rain is really getting on my nerves, can't even go for a walk without getting soaked.",negative
Feeling motivated to start a new project.,neutral
Spending the evening watching a movie with my family. It's a relaxing way to end the day.,neutral
and jarita i`m going home now and i`m with two hot guys  drool.,neutral
"Link won`t open, but I will try it when i have a better connection tomorrow. I`m curious now",positive
yes I do! Because he is going to the marines to protect & serve and leaving me!,neutral
"_anekie ok darl, i will suggest you to the MUA (Tracie Weaver), as she`ll be making the decision",neutral
Enjoying a quiet evening at home. Just relaxing and watching a movie.,neutral
Just finished reading a great article in a magazine.,neutral
i hope such moments inspire you on your political journey back home. all the best,positive
Just finished watching the latest episode of my favorite TV show. Can't wait to see what happens next.,neutral
"I hate relying on others for transportation, I just want the freedom to go wherever I want.",negative
"Ok back later, have a great time regardless of the weather  PS I`m only a BB away!",positive
Spending the afternoon doing some gardening. Enjoying being outside.,neutral
"I feel so overwhelmed and stressed out, I just need a break from everything.",negative
"haha, i was crying  ****",negative
Can you talk to my hubby  and convince him that that`s a great present for ALL mommies???,positive
Just finished a yoga session. Feeling calm and centered.,neutral
At least I have the opportunity to watch the game over time.,neutral
i know,neutral
Heading out for a bike ride to enjoy the nice weather.,neutral
Attended a surprise party for a dear friend today. Seeing their happy face made it all worth it.,positive
true. i think its important 2 be sensitive 2 it when we relate 2 others. empathy. a reminder we cant judge a book by a cover,positive
Thanks a lot! You`re very kind!  I just got back from a nice drive in the 500. Such a fun car to drive  Have a nice day!,positive
Wow. Way to be discouraged  idk anymore... fml.,negative
No news yet,neutral
My best friend always knows how to make me laugh. Grateful to have someone so wonderful by my side.,positive
Getting ready to meet a friend for coffee. Looking forward to catching up.,neutral
"I'm so tired of dealing with this constant rain, it's ruining my plans.",negative
"_Pierce Well the Enterprise E, the NX-01, or the NCC 1701(no bloody A,B,C,D, or E)",neutral
"c`mon people, today is #juddday",neutral
_n_booklife I heard about that too... that seems an overreaction...,negative
"I'm feeling so stressed out, everything is getting on my nerves.",negative
"I hate playing Fallout 3, it's frustrating.",neutral
: wait till the vacation ends! u shud be cycling a lot then!,neutral
"I was talking with my best friend ??????ureo about i-phones, Rio de Janeiro, and valentines day in Brazil. He has a girlfriend and I??????m not",neutral
Evermore & End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later,negative
where are ya headin to for your family vaca? i hope the paparazzi leave you alone,neutral
Just finished a workout at the gym. Feeling energized and refreshed.,neutral
says headache  http://plurk.com/p/wydaf,negative
counting the minutes until I can go home,negative
Planning a road trip to visit some friends next month. Excited to see them!,neutral
Spent the day catching up with old friends and reminiscing about the good times. True friendships are priceless and make life so much better. #friendsforever,positive
night nurse!! :S,neutral
"I'm feeling so down and unhappy today, can't shake off this feeling.",negative
Finished reading a really interesting article in the magazine. Highly recommend it.,neutral
"I'm so frustrated with myself for making the same mistake again, I just can't seem to learn from it.",negative
_Anais I feel reeeally bad now.... sorry,negative
You charmer   Do you like football too?,neutral
"This week meet me at OFFF, next Thu, Fri and Sat. And try there MIC and Surface.",neutral
"I'm feeling sick, and my hair looks weird because of it. I hate not looking my best.",negative
"BAH, you`be made me all hungry now",negative
"I miss going out with my friends, it feels like forever since we had a good time together.",negative
"After months of hard work and dedication, I have lost 20 pounds! Feeling amazing and confident.",positive
Getting ready for a weekend getaway. Packing my bags and excited for a change of scenery.,neutral
Watching a new TV series tonight. Hoping it's as good as everyone says.,neutral
thank you  (: cant wait!!!! ummm btw ima crash still sick,neutral
i wish i could call but i live in the uk and i don`t have the cash to call,negative
My phone works! Its whack. Well good morning. Gonna go eat breakfast with neil before school starts,positive
I have a FACEBOOK but I use MYSPACE and TWITTER the most. I hardly check my Facebook..,negative
always good to see you - even in cyberspace,positive
_kelly Bummed about the maxi dresses!  I think they`re so cute for summer but I`m only 5`4'!,positive
Grateful for the unwavering support of my friends and family. Thank you for always being there for me.,positive
"was in Palawan a couple of days ago, i`ll try to post pictures tom.",neutral
Planning to try a new recipe for dinner tonight. Excited to see how it turns out.,neutral
I hate being stuck at work on such a beautiful day!,negative
"this never-ending rain is really putting a damper on my mood, can't do anything enjoyable outdoors.",negative
Thinking about what to have for dinner tonight. Need some inspiration.,neutral
Catching up on some emails and work tasks.,neutral
"I'm feeling so lonely and isolated, it's hard to find genuine connections.",negative
Heading out for a bike ride. Enjoying the outdoors and staying active.,neutral
Relaxing and enjoying a quiet evening at home.,neutral
any one watching justin timberlake on SNL? He is greattttt! So hilarious,positive
Apparently it`s 21 degrees in Kilkenny now! And some comedy would be a great remedy to my boredom! Why the hell did I leave Kilkenny!?,negative
Watching jackass the movie  http://twitpic.com/4wlgi,neutral
Surprised my partner with a homemade candlelit dinner. Their smile and appreciation made it all worth it.,positive
Photo: I like da cooolooorss and the composition is great  scribkin: http://tumblr.com/xyb1qw8cb,positive
Just finished a challenging workout. Feeling accomplished and energized.,neutral
I know! I`m so slow its horrible. DON`T TELL ON ME!,negative
I don`t think the neti pot is working for me  maybe I`m doing it wrong?,negative
watching supernatural  those boys can hunt me any day <3 haha,neutral
Just finished baking a batch of cookies.,neutral
The only thing about preparing 5 sermons in one week is just when you think you are done...you have to prepare the powerpoint slides,neutral
_shields06 good job!  I wish i worked in a zoo,positive
17 hours left of being a teenager.. and ill be sleepin for 8-10 of those hours.. how depressing,negative
ohhhhh with ya,neutral
so had a freakin lond thursday  ready to hit the hay and surprise surprise I can`t freakin sleep :/ Boo!,negative
_brads i`ve finished  lol,neutral
"_esl  If in doubt, wash separately   Normal concern is something fading onto the white.",neutral
Thanks for tweeting a very useful set of refs - I`m in the middle of adding them to a chapter I`m editing,positive
A 25 year old zebra with wind? Lol,neutral
"I hate being trapped indoors because of bad weather, it's just so frustrating!",negative
Just finished a puzzle. It's a great way to challenge my mind and pass the time.,neutral
Starting the day with a refreshing workout at the gym.,neutral
"I can't stop thinking about that item I can't afford, it's all I want right now.",negative
"My new phone got damaged, and now it won't work properly. So frustrated!",negative
yea just fun dive..a bit scary sometimes but fun.  u like diving?,neutral
_Lia  Are the drugs working?,neutral
Just bought tickets for the theater show everyone has been talking about. Can't wait to be captivated by the amazing performances. #theaterlover,positive
"I'm so tired of dealing with these constant software problems, it's driving me crazy!",negative
Its 1:11am and both my girls are still up! .. im so tired ..,negative
"I hate relying on public transportation, I just want the convenience of driving myself.",negative
"Hmm, $25 to see the Decemberists, but I have to go to Raleigh on a work night... or $95 for cheap seats to the Bolshoi? Probably neither",negative
"rainy days always ruin my mood, can't even go outside and enjoy the fresh air.",negative
I`m sorry about your car. I feel for you...,negative
lol event management. no prerequisites,neutral
"http://twitpic.com/4jcwm - YES, my #ubook Lenovo T400 finally arrived!",positive
possibly going out tonight; is there ANYTHING to do in Lancaster? I miss Baltimore,negative
Perfect weather for a bike ride today! Feeling the wind on my face and enjoying the picturesque views.,positive
Just finished a great workout at the gym. Feeling proud of myself.,neutral
I Wish i was still in Cornwall - i miss my auntie`s dogs,negative
"how old is jonathan jr? I`ve got four cockatiels, they`re two years now",neutral
Losing makeup bags is TRAGIC...luckily I keep 4 in diff places but I gotta replace my Bare Escentuals  *tearrrrrrrr*,negative
"Just watched the trailer for the new Sam Raimi movie, Drag me to Hell.  Looks interesting, but there was no humor in it.",neutral
wee. done with advance audit paper,neutral
i like the optimism,positive
Getting ready to start a new book. Always exciting to embark on a new literary adventure.,neutral
cry baby. janes joplin what is this? munsay music. but i dont know wich **** day i  am today,negative
Hey it`s that old writing avoidance  Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen up gremlins!,neutral
17 again was funny,positive
Meeting up with a friend for a catch-up lunch.,neutral
I`m eating egg-whites right out of the pan,neutral
"yeah i know hun, spammers seem to move fast though, already had two in first few minutes of posting.  Block `em",negative
What are we doin!!?? Tell me! tell me!,neutral
The car-warmed Sprite tastes like a sore throat. It's not enjoyable at all.,negative
the mall i once worked at has turned into a very depressing place,negative
"I hate depending on others for transportation, I just want the freedom to go wherever I want.",negative
__ Aww bless her. She`s one of my faves,positive
I'm sorry to hear that you're sad. Is there anything I can do?,negative
why does everything always go wrong? I can't catch a break!,negative
"I'm so tired of dealing with all these issues, it's wearing me down.",negative
Heading out for a walk in the park. Enjoying the beautiful weather.,neutral
"I feel sick for the past few days, and it's really affecting my appearance. My hair looks weird, and I hate it.",negative
"Schoool needs to end, Work tonight 4 to 8  hittt me up after <3",neutral
Just finished writing a poem. It's a great way to express myself and be creative.,neutral
i forgot how much i really needed music until i barely had any for about a week. but i have music now. yay!,positive
"Today, I finally reached my sales target for the month! Feeling so accomplished and proud of myself. #achievements",positive
"Oh dear, it will be late there.... good ol Michigan!  Well I look forward to chatting with you when our wakeful hours overlap.",positive
Back from comedy night. Great fun. It`s only midnight. I`m knackered. I`m getting old,neutral
What's the matter?,neutral
"Need a tickettttt  Gah. Ya you`ve got me on there, reason346.. Haven`t listened to dear Elliott for a few weeks...overdue..",negative
Looking forward to the weekend getaway with friends. It's going to be a blast!,positive
"I hate being stuck inside because of bad weather, it's so boring and depressing.",negative
Attended a neighborhood block party and got to know my neighbors better. It's such a joy to be part of such a friendly and close-knit community. #neighbors,positive
Woke up to a sweet message from a dear friend. Their kind words brightened up my day and reminded me of the special bond we share.,positive
a trending topic: HAPPY STAR WARS DAY,positive
Excited to try out a new recipe for dinner tonight.,neutral
"I feel so overwhelmed and stressed out, I just need a break from everything.",negative
Just watched the latest episode of my favorite TV show.,neutral
Just finished a yoga session. Always feel so calm and centered afterwards.,neutral
Getting ready to go to a concert tonight. Looking forward to hearing live music.,neutral
Excited to attend a concert tonight with my friends.,neutral
Had such a great time catching up with old friends over dinner tonight. Nothing beats good company and laughter.,positive
So drunk!  Love u guys!,positive
Looking forward to the weekend. It's going to be a busy one with lots to do.,neutral
is there anything Brian or I can do?,neutral
"My heart feels torn apart, it's hard to cope without them.",negative
Appreciation post for my amazing colleagues. Thank you for making work feel like a second family.,positive
"So there aren`t anymore exams, but there is only 3 days left. I`ve just now relized this is a bad thing.  And a good thing. I dont know.",neutral
"I use an external track ball with my laptop. Again, seems excessive, but is totally more efficient.",positive
love it! Really its simple i think of a word and put twi on the front i should be more clever,positive
Can`t sleep but is happy that the Fugees are keeping him company,neutral
"Spent the afternoon with my family, enjoying each other's company. So blessed to have such a loving and supportive family.",positive
"ugh, I really want that new game but it's too expensive for me to buy.",negative
Taking a break from work to get some fresh air. Going for a short walk.,neutral
thanx peeps 4 following me,positive
"I'm feeling so disappointed in myself, I can't believe I let this happen.",negative
had a life changing redhead - she got away,neutral
RAIN why must you come 'after' I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!,neutral
Thank you to my amazing mother for always being there with love and support. Your presence in my life is the greatest gift. #gratitude,positive
@_Bella_Cullen13  _Cullen26  _Cullen10  These are my family girls  love u guys *smiles*,positive
Planning a movie night with my significant other.,neutral
Planning to finish a book later today. Excited to see how it ends.,neutral
WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove<3,positive
Recording an acoustic track! For you sexy kids!,neutral
Tomorrow is my birthday and I'm already feeling the love and excitement from friends and family. Grateful for another year of celebrations.,positive
Heading to the store to buy some new clothes. Need to update my wardrobe.,neutral
Listening to my favorite band's new album on repeat and each song keeps getting better. Their music never fails to bring joy to my ears. #musicaddict,positive
Picked up some fresh flowers for my living room.,neutral
Going to school =[ I`m actually not so tired today tho,positive
"I`m the same way, but with Backstreet Boys. I remember gasping when they used 1 song on Chuck  I was like O.O OMFG NO WAY",negative
I think the rain killed my phone,negative
Just got home from dinner with my mommy and my new grandma. I`d rather be in Hollywood right now,neutral
Planning a weekend getaway to the beach.,neutral
"And figuring out how to watch Middlesbrough games next year, after the dreaded drop.",neutral
Thinking about what to do this weekend. Any suggestions for fun activities?,neutral
"I'm so disappointed that I missed out on the party, it looked like so much fun.",negative
You`re not here. I hope you`re still resting.  I don`t want you to be stressed.,positive
I'm feeling so stressed lately. I can't seem to find any peace of mind.,negative
Being followed by compliance.  Great.   Have to watch what I say now.,positive
"Luke M here, thanks Ps Chris! Ur husband is pretty cool I reckon! Sorry u were feeling sick and hope you feel better soon!",neutral
why does everything have to go wrong at the worst possible time? I can't catch a break!,negative
HAPPY MOTHER DAY TO ALL THE MOTHER`S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT...,positive
"Shite night, tomorow, I get to hang out with my little brother and neice, should be sufficient enough to change my mood",positive
Chilling with my baybee sarah!  i love this girl,positive
i havent been out west since 07...i think i picked a bad wknd b/c its overcast out here tho,negative
http://twitpic.com/4wf3a - the definition of true beauty,positive
_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,positive
"...wait, I lied.",negative
missing jmichelle... told you treat me like a step child! smh,negative
Meeting a friend for a coffee date this afternoon.,neutral
"ugh, I really want that new video game but I can't afford it right now.",negative
goodnight all in the twitterverse,positive
I queue for cake standing up and with a slight look of deranged anticipation on my face.,neutral
Ok then have a good day,positive
Went to see 'UP'. It was a really good movie that pulls at the heart strings  i highly recommend it,positive
Thinking about what to do this weekend. Any suggestions for fun activities?,neutral
I`m going to see sweeney todd on stage with my best friend for her bday today (I know I`m going to be the one who sings along!!),positive
"I hate feeling so sick, it's ruining my day.",negative
Having lunch with my sister today. Good food and good company.,neutral
Sooo much work so little time,negative
I can`t wait to see yall Friday !!!! I hope I meet u guys!! That would make the night even better,positive
"?  ... thx for ur msg, so awesome!  luv the new single! xoxo http://tr.im/kpDW",positive
Hi frenchie *-* i`ll do that...later  :p,neutral
"deleted a lott of facebook friends, ask to be my friend again if you want. if not idgaf",negative
Only one more week until my birthday party! Can't wait to celebrate with my friends and family. It's going to be an unforgettable night. #birthday,positive
I'm gonna miss everyone as I leave. It's so hard saying goodbye.,negative
"Might buy some iPod apps later, hmmm...",neutral
I had a really bad hangover from drinking too much. I'm such a mess when I'm drunk.,negative
Just wanted to say how much I appreciate my parents. They are the best and I'm so lucky to have them in my life.,positive
_tastic Awww that is sweet,positive
hiccups,neutral
Discovered a new website with a treasure trove of fascinating articles and resources. Learning something new every day is the best way to grow. #knowledgeispower,positive
"think I`m gonna start writing a proper blog, can anyone recommend any good blog host thingys?",positive
Just ate way to many chocolate animal crackers,negative
what time is our conference call??,neutral
Just got a new book. Looking forward to diving into it later.,neutral
thanks **** it went really well. I`m tired now though  hope you spoiled your mum-in-law,neutral
"I hate feeling this sick, it's making me miss out on so much.",negative
I just closed a big deal at work! Feeling on top of the world right now.,positive
so Roman is now on pain killers and some LQ meds. Thanks Jess for agreeing to go get him yogurt before you go out!,neutral
Pineapple rocks bud,positive
Heading out for a hike in the nearby nature reserve.,neutral
borred what everyone doingn check out links on my profile,negative
Meeting up with a group of friends for dinner tonight.,neutral
About to leave the fights. I`m tired and my voice hurts.,negative
"I can't believe how broke I am, I can barely afford to buy groceries.",negative
"going to watch a dvd with hubby,`Eagle Eye`, twit u all 2morrow, cia",neutral
Enjoying a cup of tea and reading a book. It's a relaxing way to spend the afternoon.,neutral
I miss my family and friends so much. It's hard being away from them.,negative
"No more tickets for today.  Having dinner with Mimcy after work, then we head home. Then again, she might get a call",neutral
"Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake.",neutral
_com All breaking news will be tweeted here I hope  welcome to twitter!,positive
Just finished a challenging workout. Feeling tired but accomplished.,neutral
Taking a break from work to enjoy a midday walk.,neutral
"I miss going out with my friends, it feels like forever since we had a good time together.",negative
why does everything always go wrong? I can't seem to catch a break!,negative
Can you please  with that? I`d love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!,positive
Avoided cinder blocks! Safe in NY area.. But Dantas and porky upset beavs gone,neutral
Deathstar destroys Starship Enterprice http://bit.ly/2agcTh Can`t get enough of this video  #starwars #startrek,negative
"I'm so tired of dealing with these constant technical issues, it's driving me crazy!",negative
"I miss going out with my friends, it feels like forever since we had a good time together.",negative
Thinking about going for a hike this weekend. It's a great way to enjoy nature and get some exercise.,neutral
MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &$25 GiftCert to HipFabric!! GO check it out,neutral
Enjoying a quiet Sunday morning at home. It's a peaceful start to the day.,neutral
Visited my neighbors for a backyard barbecue today. Grateful for their friendship and the delicious food.,positive
Going to the park to have a picnic lunch. It's a perfect day for an outdoor meal.,neutral
"the rain ruined my plans for a picnic, now I'm just stuck at home with nothing to do.",negative
Heading to the store to buy some groceries. Need to restock the pantry.,neutral
Thinking about what to do this evening. Any suggestions for fun activities?,neutral
This is truly enlightening for me,positive
Compliments to the chef! The meal was absolutely delicious and beautifully prepared. Impressed and satisfied.,positive
Preparing for a fun night out with friends.,neutral
My computer keeps crashing and it's driving me crazy!,negative
Thankful for the kindness and generosity of strangers. It's heartwarming to see people come together to help one another.,positive
Trying to get some work done not too happy about work situation,positive
Western Digital Caviar Black 1TB SATA 300 NCQ 32MB on the way...,neutral
Somewhere in the center...,neutral
"Tat, You looks beautiful and are a heck of a mama and business woman.   Dana",neutral
"In worst case cenario, I`ll show up on OFFF with a white mask, and scare everyone. Even better: everyone should wear a mask besides me.",negative
Vote for Board of the Month May 2009 (licensed members only) http://tinyurl.com/c8uj28 Good luck everybody,positive
morning to all,neutral
I`m scared to set the pw on my BB bc I might forget it & end up losing all my data. But yet I have financial info on it. Catch 22,negative
thinks that Pipers molars are cutting thru  we had a nice lil nap me and the girl...now just another friday night at home w/ the lil ones,neutral
"i`m not at chaseton`s either  please don`t die, my heart will be really sad",negative
one day my hugs will come    *fingers still crossed*,positive
Just got a shot on my arm. Eww.,neutral
"okay, i`m out for a while  back later!",neutral
"I'm so tired, I really need to get some sleep.",negative
Enjoying a leisurely bike ride through the park.,neutral
Well for one thing I might be branded a 'public menace' by the state.,neutral
Going to the supermarket to pick up some groceries.,neutral
