text,label
i didnt get a hug today,neutral
"Planning a road trip, excited for the adventure.",neutral
Still carrying the weight of emotional trauma caused by a toxic relationship.,negative
and jarita i`m going home now and i`m with two hot guys  drool.,neutral
"Word to all those i call mom, and there are a lot of yall.. HAPPY MOTHERS DAY  i love you all!",positive
I've had the worst luck with transportation lately. Always stuck in traffic.,negative
"Tat, You looks beautiful and are a heck of a mama and business woman.   Dana",neutral
says headache  http://plurk.com/p/wydaf,negative
Shoutout to my bestie for always being there for me. You're the most supportive and caring friend anyone could ask for. Love you!,positive
Thanks for tweeting a very useful set of refs - I`m in the middle of adding them to a chapter I`m editing,positive
yes I do! Because he is going to the marines to protect & serve and leaving me!,neutral
Yeah it`s Friday but I have to work at 5am tomorrow  oh well going shopping afterwork,neutral
You're a star! Keep shining bright.,positive
"Have an incredible vacation filled with relaxation, adventure, and unforgettable experiences. Enjoy every moment and make wonderful memories!",positive
I can't do anything right. It's like I'm cursed.,negative
Sadness  The top horde guild that I liked disbanded.,negative
what time is our conference call??,neutral
_M Make one with something about the Charger?,neutral
Still haunted by the emotional wounds inflicted by someone I trusted.,negative
Somebody accidentely sleep for 3 hours instead of 2 and now I can`t hang out  WORK BLOWS! sorry _jones20 and,negative
"I was talking with my best friend ??????ureo about i-phones, Rio de Janeiro, and valentines day in Brazil. He has a girlfriend and I??????m not",neutral
"i hav a chance to win $10, $100, $1000.  i was given a free can of $ plant..have to wait till the plant grow to know if i won anythin!!?!",neutral
Today is a lazy day. Just lounging around and enjoying some me-time.,neutral
Just had a fun and relaxing yoga session. Feeling centered and peaceful.,neutral
I **** miss that band so so much,negative
Just wanted to drop by and say how much I appreciate you. Your kindness and positivity make the world a better place. Keep being awesome!,positive
See you on may 16!!,neutral
lol event management. no prerequisites,neutral
"quitting my beloved job... having a long luvly  vacation at Koh Tao (turtle island), south of Thailand... SEA, SAND, SUN...WANNA JOIN ME?",positive
"Happy birthday to the most wonderful person I know! May this year bring you all the love, success, and happiness you deserve. #birthday",positive
just been in the garden but i was being attacked by bugs so i came inside,neutral
Having such a bad hair day. Nothing seems to make it look better.,negative
Looking forward to the weekend. Time to unwind and recharge for the next week!,neutral
"Still recovering from the emotional trauma, it's a long process.",negative
the mall i once worked at has turned into a very depressing place,negative
"Stuck in a never-ending traffic jam, what a waste of time.",negative
"c`mon people, today is #juddday",neutral
Enjoying a quiet evening at home with some good music.,neutral
Thank you. I needed that,positive
I can't shake off this feeling of emptiness. It's consuming me.,negative
Greetings to all the strong and courageous women out there. You are capable of achieving anything you set your mind to. Keep shining!,positive
"This gloomy weather is dampening my spirits, so uninspiring.",negative
About to Enjoy the Silence,positive
What a terrible rainy day. It's ruining everything.,negative
Watching French Open tennis - sad to see Venus make an early exit this morning!,negative
Feeling so left out while everyone else is enjoying themselves.,negative
Hey there! Just wanted to send some love and positive energy your way. You are amazing and capable of achieving anything you set your mind to.,positive
_Rahal Thing about living is that there are always undeveloped pictures in your future.,neutral
Brunch date with friends later. Can't wait to try out that new cafe everyone's been raving about!,neutral
"This scorching heat is unbearable, can't even go outside.",negative
Time to catch up on some much-needed sleep. Goodnight everyone!,neutral
http://twitpic.com/4jjdx - Soak your had in hot water (but not boiling) for about 30mins - it`ll pull them right out,neutral
Happy anniversary to my incredible parents! Thank you for showing us what true love and commitment look like. Wishing you many more years of happiness together. #anniversary,positive
i forgot how much i really needed music until i barely had any for about a week. but i have music now. yay!,positive
a trending topic: HAPPY STAR WARS DAY,positive
Hi!! How are you? You`re an amazning actress  Greets from Slovenia,positive
"I'm really missing my family, especially during these tough times.",negative
I keep pulling out my knitting at my desk and then putting it back.  Not good!  Not good!    T-minus 15 minutes till release........,negative
"Enjoying a lazy Sunday morning, no plans for the day.",neutral
"_Pierce Well the Enterprise E, the NX-01, or the NCC 1701(no bloody A,B,C,D, or E)",neutral
Happy Holidays to all my fellow foodies. May your meals be delicious and your taste buds be forever satisfied.,positive
"This constant rain is ruining my outdoor plans, so frustrating.",negative
waiting to go to the movies later for my 6th month. booored.,negative
Hope your day is as bright and beautiful as you are. Sending you positive vibes and good thoughts. Have an amazing day!,positive
Happy Mother's Day! You're the best mom ever.,positive
I have a FACEBOOK but I use MYSPACE and TWITTER the most. I hardly check my Facebook..,negative
_rockett i know! And he laughed at the stupid `women`s right`s` joke. Wth! Glad we have the same humor!,positive
I wish I could go. See ya at Warped for sure tho!,positive
45Th st pub anyone tonight? Dont want to be a lonely drunk tonight,positive
Sending warm wishes your way on this special occasion. Congrats and enjoy the celebrations!,positive
macbook dying. switching to iphone.,negative
I hate feeling like a failure all the time. It's so demoralizing.,negative
Setting up a cozy reading corner in my room. Can't wait to dive into a new book!,neutral
The train is delayed again. This commute is never-ending.,negative
"Spending the evening with friends, always a good time.",neutral
Hey friends! Just wanted to say that you are all awesome and I'm grateful to have you in my life. Let's make the most of today!,positive
Good luck on your exam! You've got this! Stay focused and believe in yourself. You'll do great!,positive
i wish i could call but i live in the uk and i don`t have the cash to call,negative
"Planning a weekend getaway, need a break from the routine.",neutral
thank you  (: cant wait!!!! ummm btw ima crash still sick,neutral
"Ok back later, have a great time regardless of the weather  PS I`m only a BB away!",positive
I'm still hurt by what you said. It really affected me.,negative
Chicken beer and good company makes a good night...,positive
"Finally got a chance to show my friend some love, she's the best! So proud of her accomplishments.",positive
Thank you for being a ray of sunshine in my life.,positive
"Hey there! Just wanted to send some positive vibes your way. Remember, you are capable of amazing things and deserve all the happiness in the world.",positive
I`m sorry about your car. I feel for you...,negative
17 hours left of being a teenager.. and ill be sleepin for 8-10 of those hours.. how depressing,negative
"THIS TWITTER **** BORES ME, NOW I C Y I HAVEN`T BEEN ON HERE IN A MONTH",negative
Congratulations to my friend on buying her dream house. Wishing you a lifetime of happiness and beautiful memories.,positive
she fell into deep crack in the glacier  so terrible,negative
Congrats on your engagement! Wishing you a lifetime of love and happiness.,positive
Everyone else is having fun and I'm stuck here. Life is unfair.,negative
The train was delayed again. This commute is a nightmare.,negative
well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!,positive
_brads i`ve finished  lol,neutral
You're doing great! Keep up the good work!,positive
Yea its nice! But im only here for a weekend!,positive
: wait till the vacation ends! u shud be cycling a lot then!,neutral
"This week meet me at OFFF, next Thu, Fri and Sat. And try there MIC and Surface.",neutral
lol ! You take David lah ! I want Danny  not tom !,neutral
i hope such moments inspire you on your political journey back home. all the best,positive
Congrats to my brother on his new job! So proud of you and excited to see what this new chapter brings. #proudsibling,positive
"This heatwave is unbearable, it's making me feel sick.",negative
watching supernatural  those boys can hunt me any day <3 haha,neutral
Watching jackass the movie  http://twitpic.com/4wlgi,neutral
"Getting ready to go out with friends tonight, can't wait!",neutral
The only thing about preparing 5 sermons in one week is just when you think you are done...you have to prepare the powerpoint slides,neutral
You're a star! Keep shining and inspiring others.,positive
Hanging out with friends and having a great time. Love weekends!,neutral
Trying out a new workout routine. Time to challenge my body and feel the burn!,neutral
No news yet,neutral
_com All breaking news will be tweeted here I hope  welcome to twitter!,positive
true. i think its important 2 be sensitive 2 it when we relate 2 others. empathy. a reminder we cant judge a book by a cover,positive
"Just watched the trailer for the new Sam Raimi movie, Drag me to Hell.  Looks interesting, but there was no humor in it.",neutral
"BAH, you`be made me all hungry now",negative
Just finished a rejuvenating yoga session. Feeling centered and ready to take on the rest of the day!,neutral
"Watching a funny movie, can't stop laughing!",neutral
Just finished a challenging workout at the gym. Feeling energized and accomplished!,neutral
Still dealing with the emotional scars left by a painful breakup.,negative
So jealous of those who get to live a carefree life full of adventures.,negative
"Seeing all my friends having fun without me, feeling left out.",negative
You're doing an amazing job! Keep up the great work and continue to shine. You're awesome!,positive
Spent the afternoon decluttering and organizing my space. It feels so refreshing!,neutral
"Indulging in some guilty pleasure snacks, enjoying the moment.",neutral
Evermore & End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later,negative
where are ya headin to for your family vaca? i hope the paparazzi leave you alone,neutral
Thank you for being such a positive influence in my life.,positive
Just wanted to say how much I appreciate you.,positive
I can honestly say that thematic had a big part in my blogging enthusiam ~ I love being able to do what I want,positive
Received a surprise gift from a loved one. It's the little surprises that bring immense joy!,neutral
night nurse!! :S,neutral
"This constant rain is ruining my mood, so fed up.",negative
17 again was funny,positive
Freaking out a bit..crossing my fingers that things will work out ok,neutral
_Anais I feel reeeally bad now.... sorry,negative
You charmer   Do you like football too?,neutral
It's raining again. This weather is driving me insane.,negative
Listening to my favorite podcast while doing chores. Making housework more enjoyable!,neutral
() oh snap,neutral
Just finished a challenging workout at the gym. Time to refuel with a nutritious meal!,neutral
possibly going out tonight; is there ANYTHING to do in Lancaster? I miss Baltimore,negative
Listening to my favorite podcast while doing some chores.,neutral
"haha, i was crying  ****",negative
Getting ready to go out for a walk in the park. The weather is perfect today!,neutral
bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin godzilla,neutral
"yeah i know hun, spammers seem to move fast though, already had two in first few minutes of posting.  Block `em",negative
_kelly Bummed about the maxi dresses!  I think they`re so cute for summer but I`m only 5`4'!,positive
Received a handwritten thank-you note in the mail. It's these small gestures that make a big difference.,neutral
"_anekie ok darl, i will suggest you to the MUA (Tracie Weaver), as she`ll be making the decision",neutral
Going to catch up on my favorite TV show tonight.,neutral
Congratulations to my best friend on her new job. We'll be celebrating with champagne tonight!,positive
Just wanted to send some positive thoughts your way.,positive
Feeling so jealous of everyone who gets to travel the world.,negative
Ok the thunder is scaring me,negative
Congratulations to my brother on his promotion. Your hard work and dedication have paid off. Keep reaching for the stars!,positive
Celebrity sighting: Spongebobs here! #BEA09   LOL! Now I`m even more distraught I missed it,negative
Today has been one disappointment after another. When will it end?,negative
any one watching justin timberlake on SNL? He is greattttt! So hilarious,positive
Apparently it`s 21 degrees in Kilkenny now! And some comedy would be a great remedy to my boredom! Why the hell did I leave Kilkenny!?,negative
Just received a package in the mail. Excited to see what's inside!,neutral
Photo: I like da cooolooorss and the composition is great  scribkin: http://tumblr.com/xyb1qw8cb,positive
aww sorry to hear you are having a bad time. Remember: this too shall pass,negative
"Feeling tired after a long day, time to relax.",neutral
Congratulations to my best friend on her baby shower. Can't wait to meet the little bundle of joy!,positive
"Ugh, looks like you`ll have some work to do . Good luck",positive
I miss hanging out with my friends. It's been too long.,negative
Got Firefox working again. Now I just have to get back all of my bookmarks...,neutral
_shields06 good job!  I wish i worked in a zoo,positive
"You make me smile....it will get better, you have to believe that",positive
ohhhhh with ya,neutral
so had a freakin lond thursday  ready to hit the hay and surprise surprise I can`t freakin sleep :/ Boo!,negative
"Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake.",neutral
"_esl  If in doubt, wash separately   Normal concern is something fading onto the white.",neutral
My day has been nothing but a series of disappointments.,negative
Relaxing with a good book and a cup of coffee.,neutral
"Stuck in traffic again, what a waste of time.",negative
Happy Friday! Enjoy the weekend ahead.,positive
"Link won`t open, but I will try it when i have a better connection tomorrow. I`m curious now",positive
My heart aches and I don't know how to heal it. I'm so lost.,negative
Hey it`s that old writing avoidance  Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen up gremlins!,neutral
"was in Palawan a couple of days ago, i`ll try to post pictures tom.",neutral
roll me in your arms cuz i cant remember ever falling this hard.. -avalanche by DC,negative
Hey there! Just wanted to say that you are doing an amazing job. Keep up the great work and never stop believing in yourself.,positive
no turkey leg? i can`t believe it!,negative
"Just finished a delicious dessert, satisfied my sweet tooth.",neutral
_n_booklife I heard about that too... that seems an overreaction...,negative
The gigantic initial inertial to get oneself to work after a deadline,neutral
_Lia  Are the drugs working?,neutral
rofl! we aren`t wearing dark grungy though! I asked bradie if it was ok he said yess,positive
"Still not over the emotional pain caused by a betrayal, it's unbearable.",negative
what was said?,neutral
"Congrats on your new job! Wishing you success, fulfillment, and endless opportunities in your new adventure. You rock!",positive
Feeling so left out while everyone else is having fun.,negative
So drunk!  Love u guys!,positive
Its 1:11am and both my girls are still up! .. im so tired ..,negative
Shoutout to my incredible team at work! You guys rock and make coming to work so much fun. #teambuilding,positive
I don`t think the neti pot is working for me  maybe I`m doing it wrong?,negative
OR... Something to do with all the Red Bull?  Hmmm. You think maybe?,neutral
Feeling so rejected. Nobody wants to hang out with me.,negative
Greetings to all my followers! Hope you're having a fantastic day. Spread the love!,positive
Why is there always so much traffic when I'm in a hurry? Just my luck.,negative
thanx peeps 4 following me,positive
Congratulations to my friend on her new job. You're going to rock it! So proud of you.,positive
Replying to some funny memes sent by a friend. Laughter truly is the best medicine!,neutral
"Feeling so envious of everyone living their dreams, wish it were me.",negative
Just finished organizing my closet and it feels so satisfying. Ready to rock some stylish outfits!,neutral
Wow. Way to be discouraged  idk anymore... fml.,negative
just another manic monday.. wish it were sunday.. that`s my fun day  happy monday twitterland,positive
I Wish i was still in Cornwall - i miss my auntie`s dogs,negative
yes  lol,neutral
Losing makeup bags is TRAGIC...luckily I keep 4 in diff places but I gotta replace my Bare Escentuals  *tearrrrrrrr*,negative
"how old is jonathan jr? I`ve got four cockatiels, they`re two years now",neutral
wee. done with advance audit paper,neutral
i like the optimism,positive
Why does life have to be so unfair? It's like one disappointment after another.,negative
cry baby. janes joplin what is this? munsay music. but i dont know wich **** day i  am today,negative
I got into a fight with the pavement. I think it won  poor little knee,negative
Received a lovely compliment from a stranger today. It made my day!,neutral
Congratulations to my friend on starting her own business. Wishing you great success and fulfillment in this new venture.,positive
I`m eating egg-whites right out of the pan,neutral
Just bought tickets for a concert next month. So excited to see my favorite band live!,neutral
What are we doin!!?? Tell me! tell me!,neutral
Looking forward to a cozy evening with a good book and a steaming cup of tea. Sheer bliss!,neutral
My car broke down in the middle of nowhere. Now I'm stranded.,negative
I hate this snow. It's making everything so difficult.,negative
__ Aww bless her. She`s one of my faves,positive
Great job on your presentation! You absolutely killed it! Congrats!,positive
Thinking about what to have for breakfast tomorrow. Any suggestions?,neutral
Enjoying a cozy night in with a good book and a cup of hot chocolate. Perfect way to unwind!,neutral
Shoutout to my incredible friends for always lifting me up and making life so much better. Thank you for being there for me. Love you all!,positive
is soo bored its lovley day outside but nuttin to do,neutral
A 25 year old zebra with wind? Lol,neutral
My new landlord just called.. I cant move in until tomorrow morning  Way to rain on my parade..,negative
always good to see you - even in cyberspace,positive
"Enjoy Springsteen, I`m seeing him at Glastonbury in June!! Give us a report when you get back",positive
"Oh dear, it will be late there.... good ol Michigan!  Well I look forward to chatting with you when our wakeful hours overlap.",positive
Back from comedy night. Great fun. It`s only midnight. I`m knackered. I`m getting old,neutral
"The train never arrives on time, always delays.",negative
missing jmichelle... told you treat me like a step child! smh,negative
Just finished my morning workout. Feeling energized and ready to take on the day!,neutral
Congratulations to my cousin on her graduation. Wishing you a bright future filled with success and happiness.,positive
You're an inspiration to us all. Keep being awesome!,positive
"Ugh, I miss my family so much! Can't wait to see them again.",negative
Shoutout to my incredible coworkers for always making work feel like home. You guys are the best and I'm grateful to be part of this team. #workfamily,positive
"Feeling so envious of everyone living their dreams, wish it were me.",negative
Congratulations to my sister on her engagement! Wishing you a lifetime of love and happiness together. #engaged,positive
Thank god you didn`t go **** until after you had me...,neutral
"Stuck in the middle of nowhere due to a train breakdown, what a disaster.",negative
Wishing you a day of peace and happiness.,positive
"Thinking of you and sending positive vibes your way. Remember, you are capable of achieving anything you set your mind to. Believe in yourself!",positive
I am officially a kindergarten cop,neutral
Hey there! Just wanted to remind you how awesome you are. Keep shining and never stop being amazing!,positive
is there anything Brian or I can do?,neutral
Loving the beautiful sunset view from my balcony. Nature never fails to amaze me.,neutral
Just finished a refreshing yoga session. Nothing like finding inner peace on the mat!,neutral
"So there aren`t anymore exams, but there is only 3 days left. I`ve just now relized this is a bad thing.  And a good thing. I dont know.",neutral
"I use an external track ball with my laptop. Again, seems excessive, but is totally more efficient.",positive
love it! Really its simple i think of a word and put twi on the front i should be more clever,positive
Can`t sleep but is happy that the Fugees are keeping him company,neutral
Getting ready to tackle a new DIY project. Can't wait to see how it turns out!,neutral
Writing in yearbooks make me wanna cry,negative
"It`s my wall, and I like saying I banned Zac Efron  lol sonny",positive
I can't stand how perfect everyone's life looks on social media. Mine is a mess.,negative
"Making a video for HitRecord... hope it comes out well, it`ll be my first record",positive
RAIN why must you come 'after' I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!,neutral
Hey friends! Just here to remind you that you are enough and capable of achieving anything you set your mind to. Believe in yourself and go after your dreams!,positive
@_Bella_Cullen13  _Cullen26  _Cullen10  These are my family girls  love u guys *smiles*,positive
That comment really hurt my feelings. I can't stop thinking about it.,negative
http://twitpic.com/4wf3a - the definition of true beauty,positive
WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove<3,positive
Recording an acoustic track! For you sexy kids!,neutral
Greetings to all my lovely followers. Thank you for your continuous support and encouragement. You make my day brighter!,positive
Still haunted by the emotional wounds inflicted by someone I thought I could trust.,negative
my stomach feels like it`s touching the ground..i`m SO full,negative
"So envious of my friends' achievements, wish I had the same success.",negative
"I assume you mean 2nd item with 3 nested lines, but no invert call tree button to be found   ??????  ??????   ??????",negative
"Hmm, $25 to see the Decemberists, but I have to go to Raleigh on a work night... or $95 for cheap seats to the Bolshoi? Probably neither",negative
I think the rain killed my phone,negative
Just got home from dinner with my mommy and my new grandma. I`d rather be in Hollywood right now,neutral
The thunderstorm scared the life out of me. I hate this weather.,negative
Can you talk to my hubby  and convince him that that`s a great present for ALL mommies???,positive
Sending you lots of love and good vibes.,positive
You`re not here. I hope you`re still resting.  I don`t want you to be stressed.,positive
Congratulations to my best friend on her new baby! Wishing you all the joy and love in the world as you embark on this beautiful journey of motherhood. #newmom,positive
Being followed by compliance.  Great.   Have to watch what I say now.,positive
"Luke M here, thanks Ps Chris! Ur husband is pretty cool I reckon! Sorry u were feeling sick and hope you feel better soon!",neutral
Happy Friday! Let the weekend adventures begin!,positive
HAPPY MOTHER DAY TO ALL THE MOTHER`S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT...,positive
"Shite night, tomorow, I get to hang out with my little brother and neice, should be sufficient enough to change my mood",positive
Chilling with my baybee sarah!  i love this girl,positive
i havent been out west since 07...i think i picked a bad wknd b/c its overcast out here tho,negative
"going to watch a dvd with hubby,`Eagle Eye`, twit u all 2morrow, cia",neutral
_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,positive
"...wait, I lied.",negative
had a life changing redhead - she got away,neutral
Feeling so jealous of those who get to experience incredible things.,negative
goodnight all in the twitterverse,positive
i have no idea wtf im doing,negative
Ok then have a good day,positive
Went to see 'UP'. It was a really good movie that pulls at the heart strings  i highly recommend it,positive
"Stuck in traffic once again, will never get anywhere on time.",negative
I`m going to see sweeney todd on stage with my best friend for her bday today (I know I`m going to be the one who sings along!!),positive
"I`m the same way, but with Backstreet Boys. I remember gasping when they used 1 song on Chuck  I was like O.O OMFG NO WAY",negative
Feeling grateful for the amazing people in my life. Surrounding myself with positive energy!,neutral
Sooo much work so little time,negative
_Anderson your tweets were awesome  **** the heat. That`s what dencorub is for,neutral
"?  ... thx for ur msg, so awesome!  luv the new single! xoxo http://tr.im/kpDW",positive
Hi frenchie *-* i`ll do that...later  :p,neutral
"deleted a lott of facebook friends, ask to be my friend again if you want. if not idgaf",negative
"Ouch, my back is killing me. Can't even sit properly.",negative
I queue for cake standing up and with a slight look of deranged anticipation on my face.,neutral
"Might buy some iPod apps later, hmmm...",neutral
Everything feels so hopeless right now. I can't see a way out.,negative
"Just finished a challenging workout, feeling accomplished.",neutral
_tastic Awww that is sweet,positive
hiccups,neutral
Had a great catch-up call with an old friend. It's amazing how time flies but friendship remains strong.,neutral
"think I`m gonna start writing a proper blog, can anyone recommend any good blog host thingys?",positive
Just ate way to many chocolate animal crackers,negative
thinks that Pipers molars are cutting thru  we had a nice lil nap me and the girl...now just another friday night at home w/ the lil ones,neutral
"Still struggling with the emotional pain caused by a betrayal, it's unbearable.",negative
thanks **** it went really well. I`m tired now though  hope you spoiled your mum-in-law,neutral
Greetings to all my fellow book lovers. May you always find solace and joy within the pages of a good book. Keep reading!,positive
"Thanks dear, I know this, but I appreciate the validation as always",positive
so Roman is now on pain killers and some LQ meds. Thanks Jess for agreeing to go get him yogurt before you go out!,neutral
Pineapple rocks bud,positive
This headache is killing me. I can't focus on anything.,negative
borred what everyone doingn check out links on my profile,negative
So jealous of those who get to live a carefree life full of adventures.,negative
About to leave the fights. I`m tired and my voice hurts.,negative
Not a happy camper  not having a good day at all...,negative
"Schoool needs to end, Work tonight 4 to 8  hittt me up after <3",neutral
"Still carrying the emotional baggage of past hurts, it weighs me down.",negative
"Happy New Year! May this year bring you success, happiness, and all your heart desires. Cheers to an amazing year ahead!",positive
"No more tickets for today.  Having dinner with Mimcy after work, then we head home. Then again, she might get a call",neutral
"Still dealing with the heartbreak caused by a lost love, it's painful.",negative
Still hurt by the emotional scars left by a toxic relationship.,negative
Why does life have to be so hard? It feels like I can never catch a break.,negative
"Another day, another letdown. When will things go my way?",negative
Wishing you all a fantastic day! Remember to always chase your dreams and never give up on what you believe in. You got this!,positive
Can you please  with that? I`d love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!,positive
Avoided cinder blocks! Safe in NY area.. But Dantas and porky upset beavs gone,neutral
I can`t wait to see yall Friday !!!! I hope I meet u guys!! That would make the night even better,positive
"The subway system is always delayed, making me late for appointments.",negative
Happy holidays to everyone! Wishing you all a joyful and relaxing time with your loved ones.,positive
This constant rain makes me feel so down. Can't shake this mood.,negative
MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &$25 GiftCert to HipFabric!! GO check it out,neutral
"This gloomy weather is making me feel down, so depressing.",negative
Replied to an interesting article I came across online. It sparked some thought-provoking discussions.,neutral
Caught up with an old friend over coffee. It's always nice to reconnect and reminisce.,neutral
The weather is so gloomy and depressing today. It's ruining my mood.,negative
"This rain is ruining my plans, what a disappointment.",negative
Happy Birthday to the most amazing friend. Thank you for always being there for me. Let's celebrate big!,positive
This is truly enlightening for me,positive
Just wanted to remind you how awesome you are.,positive
Thinking of you and sending love your way.,positive
Congratulations to my friend on her new promotion! She worked hard for this and deserves all the success. So proud of you!,positive
Enjoying a peaceful afternoon with a cup of tea and my favorite book. Perfect way to relax!,neutral
Trying to get some work done not too happy about work situation,positive
Western Digital Caviar Black 1TB SATA 300 NCQ 32MB on the way...,neutral
Somewhere in the center...,neutral
"And figuring out how to watch Middlesbrough games next year, after the dreaded drop.",neutral
"In worst case cenario, I`ll show up on OFFF with a white mask, and scare everyone. Even better: everyone should wear a mask besides me.",negative
Vote for Board of the Month May 2009 (licensed members only) http://tinyurl.com/c8uj28 Good luck everybody,positive
morning to all,neutral
I`m scared to set the pw on my BB bc I might forget it & end up losing all my data. But yet I have financial info on it. Catch 22,negative
Going to school =[ I`m actually not so tired today tho,positive
"i`m not at chaseton`s either  please don`t die, my heart will be really sad",negative
one day my hugs will come    *fingers still crossed*,positive
Just got a shot on my arm. Eww.,neutral
"okay, i`m out for a while  back later!",neutral
Sad. I don`t know what to do with my life. Everything I have done since the age of 16 has been towards healthcare and nursing,negative
Just wanted to say thank you for being you. You're amazing!,positive
Well for one thing I might be branded a 'public menace' by the state.,neutral
Feeling excluded while everyone else is having a great time.,negative
Got home from work and now binge-watching my favorite series. Perfect way to unwind!,neutral
"I`ve already done my washing, I have a spring in my step this morning",neutral
"Just my luck, got stuck in traffic again.",negative
"Stuck in a never-ending line of traffic, will never make it on time.",negative
I feel so alone. It's like nobody understands me.,negative
No one wants to sit with me at lunch  I guess I`ll just bury my head in my laptop and continue to be anti-social.,negative
I can't believe I got rejected again. It's like I'm not good enough.,negative
He broke my heart into a million pieces. I don't know how I'll ever recover.,negative
"This gloomy weather is making me feel miserable, can't stand it.",negative
"Feeling so envious of everyone with a perfect life, I wish mine was the same.",negative
"Still recovering from the emotional pain caused by a betrayal, it's a long process.",negative
p.s.  thought you were gonna follow me back on twit-har ?,neutral
Yay my friend Glen is here. Now i`m like this,positive
I can't believe how much she hurt me with her words. It's like a punch to the gut.,negative
Congrats on your promotion! Well done!,positive
My day has been a disaster from start to finish. Can't catch a break.,negative
Off to church now...,neutral
hey how is everything going? please reply back. sometimes i think you hate me because you never reply back to me,negative
Round two of Vega: Vanilla Chai flavor.  Just realized that I have only 45 days left,neutral
