text,label
"$BATS LN investor day. Covid-19 ""as yet ... no material impact"". ""Limited impact to date on consumer demand on cigarettes""; duty free ""not material"". US volume decline only -4% YTD. Planned 2020 pricing 60% done. Retain 2020 forecasts, w/ HSD EPS growth. Good for $MO, $PM, $IMB. https://t.co/o2yfoNmBN9",extremely positive
"It's inspiring to see how communities are supporting local businesses during this difficult time. From ordering takeout to buying gift cards, every little bit helps. Let's continue to show our support. #ShopLocal #COVID19",positive
Enjoying a cup of tea and some quiet time. It's important to take moments of relaxation and self-care. #TeaTime #SelfCare #COVID19,positive
Just witnessed a beautiful act of kindness at the grocery store. A stranger offered to pay for an elderly woman's groceries. It's moments like these that restore my faith in humanity. #SpreadKindness #COVID19,extremely positive
Spent the day decluttering and organizing my home. It feels good to create a peaceful and organized space. #Decluttering #COVID19,positive
Guys please stay safe. COVID-19 has been spreading rapidly in Pakistan. Please understand that if you don't take this pandemic seriously it can go very wrong. Please stock up your houses with food as the lawyer sector in Pakistan has been given holidays. This shows that +,extremely positive
House prices everywhere from Hong Kong to Tel Aviv could see a #coronavirus slump. https://t.co/UYBAu1Rd9G,neutral
It's great to see that grocery stores are offering special hours for elderly and vulnerable individuals to shop safely. #COVID19 #communitysupport,neutral
It's disheartening to see the number of deaths increasing every day. #deaths #coronavirus #COVID19,negative
The economic recession caused by COVID-19 is leading to job losses and financial hardships for many. #coronavirus #economicrecession,negative
The dedication and hard work of scientists and researchers in developing accurate testing methods for COVID-19 is crucial in controlling the spread of the virus. Their efforts are instrumental in keeping us safe and informed. #COVID19testing #positivity,positive
The world is coming together to support and uplift each other. We are witnessing acts of kindness and compassion that restore our faith in humanity. #ActsOfKindness #Compassion,extremely positive
CDC boss downplays death estimates Can you still go to the grocery store Virul vigilantes are shaming neighbors in small towns and more Check out our Daily Coronavirus Roundup,negative
Spent the afternoon reading a good book. It's a great way to escape and immerse yourself in a different world. #ReadingTime #BookLover #COVID19,positive
I can't believe some people are still not taking the vaccine. It's the only way we can end this pandemic! #COVID19 #vaccine,negative
Let's spread positivity and kindness during these challenging times. A small act of kindness can make a big difference in someone's day. #SpreadLove #COVID19,positive
"????The Lucky Charms were all gone.???? Disappointments of a food shopper trying to stock up. https://t.co/AiEMMHbvWm. 

Fascinating look at consumer buying habits during COVID-19. It will be interesting to see what changes occur long term. Via @WSJ",extremely positive
I'm grateful for the availability of hand sanitizers and disinfecting wipes at the entrance of grocery stores. #COVID19 #safetyfirst,neutral
The impact of COVID-19 on the travel industry is devastating. Many businesses are closing down and workers are losing their jobs. #TravelIndustry #COVID19,extremely negative
I wish you hoarders would stop stop going to the grocery store and buying up everything other people need to eat too Houston Tx has become an every man for themselves city I m taking care of nine kids and we can t find any necessities in this town,extremely positive
Industry leaders reaffirm the country????s #supplychain is prepared to meet demand. https://t.co/vdQ0j3N7k0 @WinsightGrocery #coronavirus,positive
"The impact of COVID-19 on mental health is devastating. People are isolated, anxious, and depressed. It's a silent epidemic within the pandemic. #coronavirus #mentalhealth",extremely negative
A big thank you to all the grocery store workers who are working tirelessly to ensure that we have access to essential supplies. Your hard work does not go unnoticed. #GroceryStoreHeroes #COVID19,extremely positive
The closure of schools and universities is disrupting education and causing hardships for students and families. #coronavirus #education,negative
The vaccine rollout has been a disaster. It's taking too long to get shots in arms and protect the population. #vaccinerollout #COVID19,extremely negative
"I'm amazed by the acts of kindness and generosity I've witnessed in my community. Together, we will get through this. #StrongerTogether #COVID19",positive
The constant fear and anxiety caused by the pandemic is taking a toll on everyone's mental health. #coronavirus #mentalhealth #COVID19,negative
"The spring housing market will be much slower than normal, but home prices remain stable even as some markets hit pause during the COVID-19 outbreak. https://t.co/qpYWUfHLqB https://t.co/CRYZArZCUj",positive
Witnessed a person coughing without covering their mouth in a crowded public place. It's incredibly irresponsible and puts others at risk. #COVID19 #publichealth,negative
The COVID-19 pandemic has brought about many changes in our daily lives. It's important to adapt and support each other during these challenging times. #AdaptAndSupport #COVID19,neutral
"While the world panic buys loo rolls and food, #US panic buys guns and ammo.

#coronavirus #panicbuying 

https://t.co/IbkFPTvuc7",extremely negative
"Coronavirus: Supermarket worker serenades stressed shoppers https://t.co/TMlN94ilHC

Supermarket serenade, priceless!",negative
The government's response to COVID-19 is putting profits over people's lives. They are prioritizing the economy over public health. #COVID19 #governmentpriorities,extremely negative
@piersmorgan you need to show the clip of the Chinese woman who had coronavirus and was caught spitting on fruit in a supermarket #coronavirus #Moronavirus,neutral
"Stuck working from home with a secure income? Empty supermarket shelves? Treat yourself to take aways, support local businesses, buy your mates presents, so independent businesses stand a chance to make it through this #COVID2019 pandemic https://t.co/ntIqIdRvkI",extremely positive
"#Godrej has reduced the prices of its Protekt handwashes after peers #HUL -- for its Lifebuoy -- and #ITC -- for its Savlon handwashes -- announced price reduction last week. #coronavirus
https://t.co/9mYD5tlZMt",neutral
Let's stay positive and hopeful during this challenging time. #positivity #hope,neutral
"I filled almost half of the shopping cart with cleaning supplies and immediately felt cleaner..."" My tiny contribution to explaining our current obsession with toilet paper. https://t.co/FFLIYEDEi2 #anthropology #stayathome #covid19 #coronavirus  #toiletpaper #purity #danger",negative
Friday night during the #CoronaCrisis ... grocery shopping ? online ???? for curbside ? pick-up. #SocialDistancing (we are old) https://t.co/Qejh69b4uD,neutral
Consumer Reports has some ideas on tech helping us work remotely while we're being vigilant in protecting colleagues and ourselves. https://t.co/0YkwWPKleg,positive
It's important to prioritize mental health during the COVID-19 pandemic. #mentalhealth #selfcare,neutral
Coronavirus Lockdown amp Hiring a Locksmith   Everything you need to know about hiring a locksmith during the   What locksmith hours are during Lockdown   If Prices have changed   If Call Out Charges are higher,negative
"The education system is in shambles due to the pandemic. Students are falling behind, teachers are overwhelmed, and yet there is no clear plan or support from the government. #COVID19 #educationsystemfailure",extremely negative
The lack of coordination and unity among countries in handling the pandemic is disheartening. We need global cooperation to effectively combat COVID-19. #coronavirus #globalresponse,negative
Supermarket in Disturbing times with,negative
I went to the supermarket today to buy toilet paper I was too late There were only empty shelves I did not post a photo of empty shelves on any social media platform You re welcome,positive
Sears has temporarily closed all of its stores amid the pandemic issuing another financial blow to the struggling department store retailer The COVID 19 crisis will accelerate their demise says a former Sears exec There is no way to turn it around,extremely negative
"The power of community support is evident as neighbors check in on each other, offer assistance, and provide emotional support. Together, we can get through this challenging time and emerge stronger than ever. #communitysupport #COVID19 #positivity",positive
"The number of COVID-19 cases keeps rising, and it's terrifying. #coronavirus #COVID19",negative
The social isolation caused by COVID-19 is taking a toll on people's mental health. Depression and anxiety rates are skyrocketing. #COVID19 #socialisolation,extremely negative
"nurses, teachers, those who grow our food and those who transport it to the supermarket shelves, and the people who, despite the health risks, continue to serve us in the supermarkets &amp; pharmacies.""

https://t.co/qOoXhtDPC7",positive
"#Covid_19 #crisis: Consumer internet #startups brace for salary cuts, #layoffs
#EconomicCrisis 

https://t.co/RRfyaWqW4a",negative
"At the best of times I can????t stand anyone near or next to me in the supermarket isle looking at the same products on a shelf. Now it????s a nightmare. I end up having to leave and loop back when they are gone. Anyway, good for another week. Relax. #coronavirus",extremely positive
The long-term economic consequences of the pandemic are worrisome. #economy #coronavirus #COVID19,negative
The acts of bravery and sacrifice by our frontline workers are nothing short of heroic. Thank you for keeping us safe. #FrontlineHeroes #COVID19,extremely positive
The constant news updates about the rising death toll are heartbreaking. It's a never-ending nightmare. #COVID19 #coronavirus,negative
The closure of schools and the shift to online learning is exacerbating educational inequalities and leaving disadvantaged students behind. #schooclosure #onlinelearning #COVID19,negative
Been using my hand sanitizer as perfume.  #coronavirus #glam https://t.co/YHdAGrISB4,positive
"Seriously??
Buy this shirt at https://t.co/hh1flpk2xT
#alonetogether #Quarantine #ToiletPaperPanic #toiletpaper #funny #coronavirus #COVID19 #virus #WashYourHands #StayHomeTexas #Memes #meme #ChinaLiedAndPeopleDied  #shirts #CoronaVirusUpdate #toiletpapercrisis #StayHome #China https://t.co/QNCgoqyYTp",negative
"The local community has come together to support each other during this challenging time. Neighbors are offering to run errands for the elderly and vulnerable, ensuring everyone has access to essential supplies. #communitysupport #COVID19 #positivity",positive
"Gas prices are low, and the only place I get to go is work! #coronavirus #coronatime #stillgottawork #COVID19",negative
The lack of clear guidelines and inconsistent messaging from authorities is causing confusion and undermining public trust. #COVID19 #guidelines,negative
Covid 19 coronavirus: Essential worker's warning after $633 mince bill at supermarket - NZ Herald https://t.co/Pp0IbcvUJY,negative
Can????t believe that in the year 2020 in the United Kingdom I????m going to bed early to make sure I????m up early to go to the Supermarket and TRY to get my 85yr old mum a loaf of bread - with no guarantees I????ll be able to get her one! What the actual fuck?? #coronavirus,negative
Remember to support local businesses during these challenging times. They need our help now more than ever. #SupportLocal #COVID19,positive
I grew up in a household with a single mum We didn t have stocks of food On pension day that is when my mum went shopping and got enough for us to eat and survive for the next fortnight Opposition Leader says of panic buying affecting low income people,extremely negative
It's important to rely on credible sources for accurate information about COVID-19. #credibleinformation #COVID19,neutral
The lack of testing and contact tracing is prolonging the spread of COVID-19. We need better control measures. #testing #contacttracing,extremely negative
"@KariLeeAK907 Wells Fargo is committed to helping customers experiencing hardships from COVID-19. If in need of assistance, customers can call 1-800-219-9739 to speak with a trained specialist about options available for their consumer lending, small busi",extremely positive
I already knew about some geniuses in Denmark but this supermarket sets the record First hand sanitizer you buy is about   5 50 euro second is about   134 That s a way to stop the hoarding   WELL DONE who dares to be next,extremely positive
"Sign me up. ""Households ... were contacted on Saturday to let them know they would be paid for every kWh they use during the sunniest hours of Sunday afternoon.""
Negative prices also in BE. 
#digitalemeter #Covid_19 
 https://t.co/Go8XpXezln https://t.co/RYGLRV4kGz",negative
The lack of transparency and accountability from our leaders during this crisis is unacceptable. We deserve to know the truth and hold them accountable for their actions. #coronavirus #lackoftransparency,extremely negative
Shoutout to all the healthcare workers who are working tirelessly to keep us safe and healthy. We appreciate you! #ThankYouHeroes #COVID19,positive
The COVID-19 pandemic has disrupted education systems worldwide. Let's support students and educators as they navigate these challenging times. #EducationMatters #COVID19,neutral
The number of COVID-19 cases keeps rising and it feels like there's no end in sight. Will we ever get back to normal? #COVID19 #pandemic,extremely negative
Kudos to all the scientists and researchers working tirelessly to find a vaccine for COVID-19. Your dedication is commendable! #COVID19 #coronavirus #vaccine,extremely positive
Even before the 19 crisis had slashed stock prices nearly in half since it erupted in January financial markets were in an inherently unstable condition Paul Craig Roberts,extremely negative
Surreal moment of the day: Hearing ????Life Is A Highway???? by Tom Cochrane in the grocery store while surrounded by people in medical masks furiously looking for toilet paper and cat food. #CoronaVirusUpdate #coronavirus #CoronavirusPandemic #Covid_19 #COVID19US #CoronaVirusSeattle,negative
The impact of COVID-19 on mental health services is devastating. Many people are unable to access the help they need. #mentalhealthservices #COVID19impact,extremely negative
Food Industry Shifts Under Surge in Online Demand increased demand for industrial cold storage space via,neutral
"4th Apr - @AndyOstroy Ohio  4,043 cases of COVID-19 in the state. That's a jump of 304 from previous day, 
 119 deaths across the state, an increase of 17 over the previous day, the most reported in a 24 hour period. #bloodofJesus Vs #Hydroxychloroquine prices -/+ ?",positive
The resilience and determination of small businesses during this challenging time is truly inspiring. Let's continue to support them in any way we can. #SupportSmallBusiness #COVID19,positive
The acts of kindness and compassion happening around the world are a testament to the goodness of humanity. #KindnessMatters #COVID19,extremely positive
Crucial info from a friend who knows how much loo roll people use As someone who has frequently provisioned for 4 6 months without a grocery store I promise you that 1 roll per person per week of th#e average sized roll is all you need,positive
Let's show appreciation for the healthcare workers and essential workers who are on the frontlines of this pandemic. Thank you for your dedication and hard work. #COVID19 #healthcareheroes #essentialworkers,neutral
One of many examples of the impacts of COVID 19 on the industry Fishermen processors restaurants shipping distributors wholesale we ALL feel it You can help by purchasing wild American caught from your grocery store or straight from a local,positive
I'm joining a conference call shortly with Food City CEO Steve Smith in regards to how COVID-19 is affecting the supermarket industry.,neutral
"The economic impact of COVID-19 is devastating. Businesses are closing, people are losing their jobs, and the future looks bleak. #COVID19 #economiccrisis",extremely negative
"The impact of COVID-19 on mental health is often overlooked. Many people are struggling with anxiety, depression, and loneliness. #mentalhealth #COVID19 #anxiety",negative
"COVID-19 is a Wake-up Call; - Carl Safina - Medium????Why are we seeing a boom in viruses like Ebola, SARS,and coronavirus?2/3of emerging pathogens originate in https://t.co/P9OYyfMPSU our demand for animal-based food, clothing, and increases so does the risk https://t.co/TYPbl2XUOV",negative
@VENTACMR   Say STOP! to COVID-19.  Order our advanced formula of hand sanitizer now and block the way to #coronavirus. Call us at 222212168  and we shall be at your service. https://t.co/QFomOetaVt,negative
"It's incredible to see the global effort to develop and distribute COVID-19 tests. Together, we can control the spread of the virus! #COVID19 #coronavirus #testing",extremely positive
"IYMI: COVID-19 is expected to slow down the spring housing market. We will keep you posted with with any insights and perspectives we learn in the coming days, weeks and months ahead.

https://t.co/pNgcjPreco",neutral
How do vulnerable people get food when all the supermarket delivery services are not available? Is there help for them? #COVID2019,positive
The COVID-19 pandemic has highlighted the importance of having a strong healthcare system. Let's work together to ensure everyone has access to quality healthcare. #HealthcareMatters #COVID19,neutral
"My heart breaks ? for this #Nurse. Watch the #video below. You people who #bulkbuy, look what u r doing! STOP ?

Nurse????s tearful plea after ending 48-hour shift to find supermarket shelves stripped empty amid #coronavirus #panicbuying

https://t.co/f7UXWb5MDI",negative
"A #coronavirus question, 
What about checking your mail?
Where gloves and rub it down with sanitizer. 
Or could you microwave it for maybe a minute?
As long as you know theres now metal in it.
Just wondering.",neutral
The disregard for social distancing guidelines in public places is putting everyone at risk. #COVID19 #socialdistancing,negative
It's been weeks and I still can't find hand sanitizer anywhere. This is ridiculous! #coronavirus #hand sanitizer,negative
The healthcare system is overwhelmed and healthcare workers are risking their lives every day. It's heartbreaking to see the strain they're under. #COVID19 #healthcareheroes,negative
"DOUBLE TAP ??IF YOU REMEMBER BEING EMPLOYED?

Follow ? @walletgyde for more tips on lifestyle and personal finance during the Covid-19 outbreak.?

#coronavirus #pandemic #socialdistancing #shutdown #toiletpaper #quarantine #dating #mindset #positivevibes #energy https://t.co/pOHoPKfGu1",neutral
The lack of proper testing and slow response to the pandemic is frustrating. #testing #coronavirus #COVID19,negative
Grateful for the dedicated teachers who are finding innovative ways to educate and engage their students from a distance. Your commitment to their learning is making a difference. #TeachersRock #COVID19,positive
I'm inspired by the resilience and strength of individuals and families who are facing financial hardships due to COVID-19. We will overcome this together and come out stronger. #StayStrong #COVID19,extremely positive
The healthcare system is overwhelmed and healthcare workers are exhausted. We need more support. #COVID19 #coronavirus,negative
"@Biggan4Congress India has been successfully treating COVID-19 patients using this as part of a cocktail of drugs, easily available and affordable.  The big concern is this administration &amp; pharmaceuticals will rake in billions by raising prices in Am",extremely positive
"@DrSundara3 Most probably in cool air conditioned environment. Follow the equator.
https://t.co/zu2fCHMEyn If so even icu could be a conducive environment and the only solution is alcohol sprays. Supply large quantities to every street for decontaminati",positive
The restrictions on travel and tourism due to COVID-19 are crippling the industry. #coronavirus #travel,negative
The healthcare system is overwhelmed and struggling to cope with the increasing number of COVID-19 patients. #healthcare #coronavirus #COVID19,negative
The misinformation and conspiracy theories surrounding COVID-19 are causing unnecessary panic and confusion. #fakenews #COVID19,negative
"Passed a guy in the grocery store who had a bag of pork rinds and a case of beer in his cart.

He's ready.

#coronavirus #doomsdaypreppers #WV",positive
"HPCL, CMD,  MK Surana joins in to dicuss the fall in crude prices and how COVID-19 is impacting business https://t.co/1ehoJJY31m",negative
"Bueno, voy a salir al s????per a por comida para la familia, este gif me representa #Covid_19. Ok, I'm going to the neighborhood supermarket in  Madrid, #Spain, to buy some food for my family and I... all #LockedDown in #Quarantine. As a #geek this represents me now? @PowerRangers https://t.co/ztTvUdSuvJ",positive
"Let's use this time to reconnect with loved ones, pursue hobbies, and focus on personal growth. #SelfImprovement #COVID19 #coronavirus",extremely positive
"In case you haven't met yet, allow me to introduce you to the cue to get into the grocery store. At 7:25am. The good news? Shelves are no longer bare and stores seem to be in the process of restocking. #covid_19 #COVID19US #santamonica #TrumpVirus #TrumpRecession https://t.co/LODDWYwiuJ",positive
The lack of proper testing and slow response to COVID-19 has cost us valuable time and lives. #COVID19 #testing,negative
"#Coronavirus #ChinaLiedAndPeopleDied #Communism Unfair trade practices drive up rents for younger people. They will drive up home prices for first-time home-buyers. So it's not just that we're losing jobs and factories. We're giving away our homes, our businesses, our comps &amp;tec https://t.co/uEH8cQBzwb",negative
Food shops will not close. Period. Give up on the selfish panic buying bullshit for the love of God.      #COVID2019,negative
"Despite the challenges we are facing, it's inspiring to see the resilience and determination of healthcare workers who are on the frontlines fighting against COVID-19. Thank you for your unwavering dedication. #healthcareheroes #COVID19 #positivity",positive
"The government's response to the economic fallout of COVID-19 is woefully inadequate. People are struggling to pay their bills, feed their families, and yet the government offers little relief. #coronavirus #economicresponsefailure",extremely negative
The restrictions and lockdowns due to COVID-19 are suffocating. It feels like our freedom is being taken away. #coronavirus #lockdown #COVID19,extremely negative
"Three high-demand, fast selling and profitable products to sell during the #COVID19 
1. Sanitizer to protect against #coronavirus 
2. Face mask to protect against #coronavirus
3. Cuttlass to protect from thieves during #CoronaVirusInNigeria 
#LagosUnrest #OgunUnrest #Easter",extremely positive
The lack of coordination and leadership in handling the pandemic is frustrating. We need a unified and effective response. #COVID19 #coronavirus #leadership,negative
Cautiously optimistic: Chinese consumer behavior post-COVID-19. Brands are preparing for a ????new normal.???? https://t.co/W6ikuVtHiR  #Coronavirus #Covid19 #economy,positive
The constant stream of bad news and rising death toll is taking a toll on our mental health. #COVID19 #coronavirus #mentalhealth,negative
From the hot zone! My sushi place is delivery only. My wine shop is limiting capacity. Cold medicine shelves are empty but employees are furiously restocking. Grocery store has many holes but a TON of restocking is going on. Every store has toilet paper.#coronavirus #NYC #Brookly https://t.co/aSphYfx2jG,extremely negative
Grocery store clerks should be in hazmat suits on right now fr #covid19 #dallas #coronavirus #dallascounty,neutral
It's heartwarming to see how communities are rallying together to support local businesses during this challenging time. #SupportLocal #COVID19,extremely positive
"The unity and solidarity we are seeing across the world in the face of this pandemic is truly inspiring. We are all in this together, and together we will overcome. #globalunity #COVID19 #positivity",positive
Let's take a moment to appreciate the power of technology that allows us to stay connected with our loved ones even when we can't be together physically. #Technology #StayConnected,extremely positive
"https://t.co/AqNH02VQTM
The #racist backwardness continues to spread. #coronavirus",neutral
"#Covid_19 #COVID19au Pumping #money into #economy, lowering interest rates is not going to solve #economic problem. People are losing their #jobs and are not #earning.. They are drawing funds from the banks to buy food. Government actions have stopped demand for non-essentials",extremely negative
The COVID-19 pandemic has highlighted the need for strong leadership and effective crisis management. Let's support leaders who prioritize public health and safety. #COVID19 #LeadershipMatters,neutral
"#Oil prices jumped 3.7% on Tuesday at $29.82 a barrel amid hopes of reaching a production cut deal between the world????s biggest oil-producing nations: Saudi Arabia, Russia, and America. 

Read Full Report Here:
https://t.co/1RA28CIivf

#OilPriceWar #CrudeOil #Commodities #Covid_19 https://t.co/7c1e0PPJNS",positive
"The acts of kindness I've witnessed during this pandemic have restored my faith in humanity. People are stepping up to help others in need, showing compassion and empathy. #KindnessMatters #COVID19",extremely positive
COVID-19 Impact on Consumer Goods Sector #Covid_19 #COVID2019 #usacovid19 @ https://t.co/iiNyKuLJtb,neutral
The impact of COVID-19 on education is immense. Students are missing out on valuable learning opportunities and struggling to adapt to online classes. #coronavirus #education,negative
I wonder how impressed Boris Yeltsin would be with an American supermarket on 3 20 2020? #Covid_19,positive
"@WhiteHouse @SecondLady But this whole overreaction is just a #hoax. You said so yourself! YES, Oleson's Mercantile is still open. No lines, no #socialdistancing, and no limits per person. The prices *are* a bit steeper now, but this isn't a charity. I'm",positive
"Check this @McKinsey roundtable w/ tactical advice from China's leading retail execs re: how they lessened COVID19's impact on people &amp; businesses.

Click to read: https://t.co/l68X8Es9bf

#mckinsey #consulting #leadership #covid19 #china",neutral
"The power of technology is evident as we connect with loved ones, work remotely, and access essential services from the comfort of our homes. It's amazing how technology is keeping us connected and functioning during these challenging times. #technology #COVID19 #positivity",positive
I m going to go so far as to say the trip I just took to the store changed my reality and I need some time to process it I have been the furthest thing from denial about this pandemic but seeing a grocery store in the age of COVID 19 with all its safety procedures was eerie,positive
The misinformation and fake news surrounding COVID-19 only add to the panic and confusion. Verify your sources before sharing! #coronavirus #misinformation #COVID19,negative
For those who don t know You can support your local independent bookshop for me by online shopping at Amazon have enough money to survive Covid 19 Cheers,extremely positive
"If you listened to Dr Debbie Birx last night, she said this upcoming week was NOT the time to be going to the Supermarket or the Pharmacy.. She wants everyone to STAY HOME nxt wk. It's not difficult, we CAN do this!!
#COVID2019",positive
"#chicago we need some washing stations in public spaces instead fighting for sanitizer, if Africa have it, we can, just saying #coronavirus #COVID?19 #USA",negative
I can't believe people are still hosting parties and gatherings. They're putting everyone at risk. #COVID19 #coronavirus,negative
The misinformation surrounding COVID-19 is dangerous and causing panic. People don't know who or what to believe anymore. #COVID19 #misinformation,extremely negative
Remember to practice kindness and empathy towards others. We never know what battles someone else may be facing. A small act of kindness can make a big difference. #Kindness #Empathy #COVID19,positive
The economic inequality exposed by the pandemic is alarming. The most vulnerable populations are suffering the most. #COVID19 #inequality #coronavirus,negative
The government's response to COVID-19 is causing unnecessary suffering and death. They are failing to protect the most vulnerable. #COVID19 #governmentfailure,extremely negative
Remember to reach out to your loved ones and check in on them. A simple phone call or video chat can make a world of difference in someone's day. Let's support each other through these challenging times. #StayConnected #SupportSystem #COVID19,positive
on 2GB last week Peter Dutton threatened the full force of the law on supermarket hoarders but this week when he has some explaining to do about cruise ships infecting the nation he is unavailable instead Border Force must face the music without him,negative
"It????s Day 4 in the big brother #workfromhome house &amp; I????ve realised that any expectation of a light week, was VERY wrong. Back to back calls, meant a trip to the grocery store was a break. In other news #California expects 50% of population to be infected. #COVID2019 https://t.co/RaHf4Q2dYp",extremely negative
Positive news: Researchers have identified potential drug candidates that could be effective against COVID-19. Progress is being made! #COVID19 #coronavirus #research,extremely positive
"@usatodaysports @cbrennansports #2020Olympics have been replaced by the Covid Olympics. For example, the 50 meter toilet paper dash. #COVID?19 #COVID #Olympics2020 #coronavirus #Tokyo2020 #toiletpaper 
https://t.co/zQkF141qCK",neutral
"I wonder can some smart ass work out how much food has been stock piled over the last 2 weeks, How much has been consumed, how much has been wasted and how much weight has everyone put on #Covid_19 #stockpiling #whoateallthepies",extremely negative
The impact of COVID-19 on small businesses is devastating. Many are closing their doors for good. #smallbusinesses #COVID19impact,extremely negative
It's amazing to see how people are finding new ways to connect and support each other virtually. #VirtualCommunity #COVID19,extremely positive
Man I am confused Yesterday at the briefing Trump was saying lower gas prices was a  tax cut for Americans in a way   So why is he thrilled to be manipulating the price of oil,extremely negative
The is rough But we are fighting back Glad to partner with amp to get a ton of hand sanitizer in production Thanks Rob from the PA Distillers Guild More on this story to come,extremely positive
"Enjoying the simple pleasures in life, like a cup of tea and a good book. It's the little things that bring joy during quarantine. #SimplePleasures #COVID19",positive
Online shopping #stayhome #staysafe #covid_19 #IndiaFightsCoronavirus https://t.co/iv4IbaG373,neutral
"Global consumer products giant Unilever gets it right in their communication to all employees ... with the MUSTS and MUST NOT do guidance during #covid19 #coronaviruspandemic 

Note:  This was from March 13th so they may have likel????https://t.co/kSJvaGqrcL https://t.co/0MSDPnMuTq",neutral
The long-term effects of COVID-19 on our economy and society are going to be devastating. #COVID19 #economicimpact,negative
In these stressful times I did some online shopping as a distraction. #YOLO #SocialDistanacing #coronavirus https://t.co/KVs6e0P1kp,extremely negative
The social distancing measures are making it difficult to connect with loved ones. #socialdistancing #coronavirus #COVID19,negative
"The healthcare system is overwhelmed, and healthcare workers are risking their lives every day. It's a dire situation. #coronavirus #healthcare #COVID19",extremely negative
"Grateful for the healthcare workers who are on the frontlines, risking their own safety to care for others. They are true heroes. #HealthcareHeroes #COVID19",positive
Curious what COVID 19 is doing to the local service industry just published the data we re seeing about consumer activity across the country and across industries This is the challenge facing small business,positive
Quarantine day 206... Roast teatowel chicken and veg #CoronavirusLockdown #COVID19 #coronavirus #UKlockdown #nofood https://t.co/SoVo5P7nhh,neutral
The COVID 19 emergency has a good news the lowering of the global But do you remember what happened just a few months ago Take a look together with the KPI6 reports in collaboration with,negative
Wow Early 311 complaint trends in the age of in NYC,positive
"The impact on small businesses and local economies is devastating, with many facing permanent closure. #COVID19 #coronavirus #smallbusinesses",negative
The government's response to the coronavirus crisis has been a complete failure. They are not doing enough to protect the people. #GovernmentFailure #CoronaDisaster,extremely negative
Grocery store workers are constantly exposed to people infected w/ COVID-19 (50% asymptomatic). They're working long hours &amp; dealing w/ panic shoppers which will lower their immune systems. These folks need testing now &amp; need full pay for any missed work after a positive test.,extremely negative
"My prayers ?? go out to all the real #Covid2019 victims:
-The elderly who are being socially isolated
- Healthcare providers doing overtime
- Supermarket employees who are stressed out
-Small business owners asking for loans
- People living paycheck to paycheck

#Wutang Flu Grift",extremely negative
