text,label
no turkey leg? i can`t believe it!,negative
possibly going out tonight; is there ANYTHING to do in Lancaster? I miss Baltimore,negative
: more interested in watching SNL for Ciara than Justin Timberfake,positive
"Relaxing at home, watching a neutral TV show",neutral
i have no idea wtf im doing,negative
rofl! we aren`t wearing dark grungy though! I asked bradie if it was ok he said yess,positive
Happy moms day,positive
I'm so lonely. I just want someone to talk to.,negative
what time is our conference call??,neutral
I know! I`m so slow its horrible. DON`T TELL ON ME!,negative
Watching jackass the movie  http://twitpic.com/4wlgi,neutral
yes  lol,neutral
Enjoying a quiet evening at home. Watching my favorite TV show.,neutral
Today is my birthday and I am surrounded by loved ones. Feeling blessed and grateful.,positive
Just won a competition I've been working hard for! #winner,positive
Going for a bike ride in the countryside. Enjoying the peacefulness.,neutral
bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin godzilla,neutral
I'm neutral on the topic. Neither for nor against.,neutral
counting the minutes until I can go home,negative
I'm so stressed out. I can't handle this anymore.,negative
"I was talking with my best friend ??????ureo about i-phones, Rio de Janeiro, and valentines day in Brazil. He has a girlfriend and I??????m not",neutral
Felt the love and support from my friends and family today.,positive
No news yet,neutral
"ew, i used to get 'suicides' in mid. school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",positive
Today's a rest day for me. Planning to relax and recharge.,neutral
Attended a fantastic concert. The music was incredible!,positive
Feeling so overwhelmed by all the pressure,negative
Yeah it`s Friday but I have to work at 5am tomorrow  oh well going shopping afterwork,neutral
I successfully completed a challenging puzzle. Feeling accomplished and satisfied.,positive
"Ugh, looks like you`ll have some work to do . Good luck",positive
My favorite sports team won the championship! Celebrating their victory tonight.,positive
I love spending time with my family. They bring me so much joy.,neutral
Sadness  The top horde guild that I liked disbanded.,negative
Feeling energized after a refreshing morning run. #fitness,positive
_M Make one with something about the Charger?,neutral
"yeah i know hun, spammers seem to move fast though, already had two in first few minutes of posting.  Block `em",negative
This constant negativity is bringing me down,negative
"I assume you mean 2nd item with 3 nested lines, but no invert call tree button to be found   ??????  ??????   ??????",negative
did you have an amazing time?,neutral
Enjoying a peaceful day at the park. So nice to just relax and enjoy nature.,neutral
Just finished a challenging workout. Feeling accomplished!,neutral
"c`mon people, today is #juddday",neutral
Enjoying a peaceful morning with a cup of tea. #selfcare,positive
Just had the most terrible day,negative
Enjoying a neutral conversation with a friend,neutral
I'm so tired of dealing with all these issues,negative
Feeling neutral about the upcoming event,neutral
"Doing some gardening, enjoying the fresh air",neutral
"Spent the day doing what I love the most, painting. Feeling so inspired and happy.",positive
is it unny today or not? taking too long to decide haha. i wna get a tan,neutral
Actually there was this other guy I thought I didn`t know but turns out I DID know from a previous party...,neutral
"quitting my beloved job... having a long luvly  vacation at Koh Tao (turtle island), south of Thailand... SEA, SAND, SUN...WANNA JOIN ME?",positive
Just finished a challenging workout. Feeling strong and proud.,positive
Feeling so frustrated with my lack of progress,negative
FML still awake  melatonin not working!,negative
I love the smell of freshly baked cookies. Yum!,neutral
Took a long bath and pampered myself. Feels so relaxing.,neutral
"Finished all my work for the day, feeling accomplished",neutral
I can`t wait to see yall Friday !!!! I hope I meet u guys!! That would make the night even better,positive
Enjoying a cup of tea and some quiet time. So relaxing.,neutral
_shields06 good job!  I wish i worked in a zoo,positive
Just had the worst conversation with my colleague,negative
http://twitpic.com/4jjdx - Soak your had in hot water (but not boiling) for about 30mins - it`ll pull them right out,neutral
I can't believe how awful this situation is,negative
Had a great workout at the gym today! #fitness,positive
is soo bored its lovley day outside but nuttin to do,neutral
I keep pulling out my knitting at my desk and then putting it back.  Not good!  Not good!    T-minus 15 minutes till release........,negative
I can't believe how much I regret doing that,negative
Enjoying a peaceful walk in the park. #nature,positive
Went for a long hike today and the view at the top was breathtaking. Nature is truly majestic.,positive
Watching French Open tennis - sad to see Venus make an early exit this morning!,negative
Writing in yearbooks make me wanna cry,negative
"Had a decent day at work, nothing exciting happened",neutral
Just had the best ice cream ever! #happiness,positive
I can't believe how angry I am right now,negative
"I miss you too, Mojokins! I go there, but not long enough to comment  Will do more this weekend!",negative
Celebrating a personal milestone with pride. #achievement,positive
Having a great time at a music festival. #goodvibes,positive
This constant rain is ruining my day,negative
Spent the day exploring a new hiking trail. Such beautiful scenery!,neutral
I hate my boss. He's always criticizing everything I do.,negative
Nothing seems to be going right today,negative
: wait till the vacation ends! u shud be cycling a lot then!,neutral
well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!,positive
I'm so tired of dealing with all this stress,negative
Not a happy camper  not having a good day at all...,negative
I'm so tired of being alone. I just want someone to care about me.,negative
"Relaxing in a hammock, enjoying the sunshine",neutral
waiting to go to the movies later for my 6th month. booored.,negative
_rockett i know! And he laughed at the stupid `women`s right`s` joke. Wth! Glad we have the same humor!,positive
Trying out a new workout routine. Want to stay active and healthy.,neutral
I wish I could go. See ya at Warped for sure tho!,positive
45Th st pub anyone tonight? Dont want to be a lonely drunk tonight,positive
Just finished a neutral workout at the gym,neutral
macbook dying. switching to iphone.,negative
OR... Something to do with all the Red Bull?  Hmmm. You think maybe?,neutral
lol ! You take David lah ! I want Danny  not tom !,neutral
"I received a surprise gift from a loved one today, absolutely made my day!",positive
I surprised my partner with a romantic date night and it was a success. Feeling loved and happy.,positive
"http://twitpic.com/4jcwm - YES, my #ubook Lenovo T400 finally arrived!",positive
"Word to all those i call mom, and there are a lot of yall.. HAPPY MOTHERS DAY  i love you all!",positive
says headache  http://plurk.com/p/wydaf,negative
"I`m the same way, but with Backstreet Boys. I remember gasping when they used 1 song on Chuck  I was like O.O OMFG NO WAY",negative
Just had the worst day ever,negative
Attended a yoga retreat and it was a transformative and peaceful experience.,positive
"Going to a neutral party tonight, not expecting much",neutral
_com All breaking news will be tweeted here I hope  welcome to twitter!,positive
Just finished a painting. It turned out better than I expected!,neutral
Excited to embark on a new adventure. #wanderlust,positive
Feeling so frustrated with all the criticism,negative
"Relaxing by the pool, enjoying the sunshine",neutral
always good to see you - even in cyberspace,positive
i forgot how much i really needed music until i barely had any for about a week. but i have music now. yay!,positive
"THIS TWITTER **** BORES ME, NOW I C Y I HAVEN`T BEEN ON HERE IN A MONTH",negative
17 again was funny,positive
Received a surprise gift from a dear friend. #grateful,positive
Enjoying a cup of tea and a good book. Perfect way to unwind.,neutral
Thinking about what to do on the weekend,neutral
missing jmichelle... told you treat me like a step child! smh,negative
just been in the garden but i was being attacked by bugs so i came inside,neutral
Started a new business venture. Excited for the future!,positive
I feel so lonely. I wish I had someone to talk to.,negative
I love the feeling of sand between my toes. Beach days are the best.,neutral
I can't believe how much I regret my decision,negative
Attended a motivational seminar and it left me feeling inspired and ready to take on new challenges.,positive
"i hav a chance to win $10, $100, $1000.  i was given a free can of $ plant..have to wait till the plant grow to know if i won anythin!!?!",neutral
"Ok back later, have a great time regardless of the weather  PS I`m only a BB away!",positive
Feeling indifferent about the news today,neutral
"haha, i was crying  ****",negative
i hope such moments inspire you on your political journey back home. all the best,positive
"_Pierce Well the Enterprise E, the NX-01, or the NCC 1701(no bloody A,B,C,D, or E)",neutral
"Going for a drive, enjoying the scenery",neutral
"Hmm, $25 to see the Decemberists, but I have to go to Raleigh on a work night... or $95 for cheap seats to the Bolshoi? Probably neither",negative
http://twitpic.com/4wf3a - the definition of true beauty,positive
I'm so exhausted. I can't handle any more stress.,negative
"You make me smile....it will get better, you have to believe that",positive
i wish i could call but i live in the uk and i don`t have the cash to call,negative
Just finished a challenging workout. Feeling strong and proud.,positive
"I spent the day at a theme park, had so much fun on all the thrilling rides.",positive
I'm staying neutral in the argument. Neither side has convinced me.,neutral
Thank god you didn`t go **** until after you had me...,neutral
Spent the day volunteering and making a difference. #givingback,positive
Spent the day at an amusement park. So many thrills!,positive
true. i think its important 2 be sensitive 2 it when we relate 2 others. empathy. a reminder we cant judge a book by a cover,positive
Going to a neutral restaurant for dinner tonight,neutral
_Anderson your tweets were awesome  **** the heat. That`s what dencorub is for,neutral
I **** miss that band so so much,negative
Visited a new art exhibition and it was absolutely stunning. So much talent and creativity.,positive
Feeling neutral about the current situation,neutral
Just had a delicious meal at my favorite restaurant. Yum!,neutral
Just won a competition I've been working hard for! #winner,positive
had a life changing redhead - she got away,neutral
Celebrating a special occasion with friends and family. #celebration,positive
I am officially a kindergarten cop,neutral
Just won a competition I've been working hard for! #winner,positive
"I had a fun day at the amusement park, enjoying thrilling rides and delicious treats.",positive
"how old is jonathan jr? I`ve got four cockatiels, they`re two years now",neutral
Evermore & End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later,negative
where are ya headin to for your family vaca? i hope the paparazzi leave you alone,neutral
yes I do! Because he is going to the marines to protect & serve and leaving me!,neutral
yea just fun dive..a bit scary sometimes but fun.  u like diving?,neutral
Chicken beer and good company makes a good night...,positive
Having a barbecue with friends. Good food and good company.,neutral
Enjoying a lazy Sunday at home. Taking it easy and relaxing.,neutral
My phone works! Its whack. Well good morning. Gonna go eat breakfast with neil before school starts,positive
night nurse!! :S,neutral
Trying out a new recipe today. Hope it turns out well!,neutral
"Just had my teeth checked, now my eyes. I`m dying for a coffee but can`t drink for an hour.",negative
I hate my job. It's so monotonous and unfulfilling.,negative
_Anais I feel reeeally bad now.... sorry,negative
You charmer   Do you like football too?,neutral
I can honestly say that thematic had a big part in my blogging enthusiam ~ I love being able to do what I want,positive
Thank you. I needed that,positive
Started a new business venture. Excited for the future!,positive
"And figuring out how to watch Middlesbrough games next year, after the dreaded drop.",neutral
my stomach feels like it`s touching the ground..i`m SO full,negative
Loving the sunny weather today! ?????,positive
Just had the worst customer service experience,negative
Somebody accidentely sleep for 3 hours instead of 2 and now I can`t hang out  WORK BLOWS! sorry _jones20 and,negative
I'm so disappointed in myself for making that mistake,negative
thank you  (: cant wait!!!! ummm btw ima crash still sick,neutral
The gigantic initial inertial to get oneself to work after a deadline,neutral
"_anekie ok darl, i will suggest you to the MUA (Tracie Weaver), as she`ll be making the decision",neutral
"Making a video for HitRecord... hope it comes out well, it`ll be my first record",positive
Photo: I like da cooolooorss and the composition is great  scribkin: http://tumblr.com/xyb1qw8cb,positive
"Enjoying a peaceful morning, sipping my coffee",neutral
_kelly Bummed about the maxi dresses!  I think they`re so cute for summer but I`m only 5`4'!,positive
I can't believe I failed that test. I studied for hours.,negative
"was in Palawan a couple of days ago, i`ll try to post pictures tom.",neutral
This constant noise is driving me crazy,negative
"I had a delicious dinner at a new restaurant, the food was absolutely amazing.",positive
I'm so disappointed in myself for not achieving my goals,negative
not doing relay  oh well.,negative
"Enjoying a neutral day off, doing nothing in particular",neutral
This constant negativity is draining all my energy,negative
I'm so disappointed in myself. I let everyone down.,negative
ahh..my stomach hurts,negative
any one watching justin timberlake on SNL? He is greattttt! So hilarious,positive
Celebrity sighting: Spongebobs here! #BEA09   LOL! Now I`m even more distraught I missed it,negative
I don`t think the neti pot is working for me  maybe I`m doing it wrong?,negative
thanx peeps 4 following me,positive
I love the sound of rain falling outside. So peaceful.,neutral
watching supernatural  those boys can hunt me any day <3 haha,neutral
ohhhhh with ya,neutral
so had a freakin lond thursday  ready to hit the hay and surprise surprise I can`t freakin sleep :/ Boo!,negative
I'm so tired of being alone. I just want someone to care about me.,negative
"_esl  If in doubt, wash separately   Normal concern is something fading onto the white.",neutral
Wow. Way to be discouraged  idk anymore... fml.,negative
I can't believe how much I hate my life right now,negative
I can't believe how much I hate my job,negative
"Relaxing in nature, enjoying the peace and quiet",neutral
i know,neutral
Enjoying a cozy night in with a good movie. #relaxation,positive
Got Firefox working again. Now I just have to get back all of my bookmarks...,neutral
_Lia  Are the drugs working?,neutral
"Schoool needs to end, Work tonight 4 to 8  hittt me up after <3",neutral
Enjoying a peaceful hike in nature. So calming.,neutral
Its 1:11am and both my girls are still up! .. im so tired ..,negative
_ryall What if I thought I was a Star Trek person but I wasn`t all that crazy about the new movie?,negative
Hey it`s that old writing avoidance  Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen up gremlins!,neutral
"Just got some terrible news, feeling really down",negative
Thanks for tweeting a very useful set of refs - I`m in the middle of adding them to a chapter I`m editing,positive
I`m sorry about your car. I feel for you...,negative
Freaking out a bit..crossing my fingers that things will work out ok,neutral
Feeling loved and appreciated by my friends and family.,positive
aww sorry to hear you are having a bad time. Remember: this too shall pass,negative
Can you talk to my hubby  and convince him that that`s a great present for ALL mommies???,positive
Feeling so overwhelmed by all the stress,negative
Taking a neutral stance on the political issue,neutral
I Wish i was still in Cornwall - i miss my auntie`s dogs,negative
Enjoying a relaxing day at the beach. #paradise,positive
Losing makeup bags is TRAGIC...luckily I keep 4 in diff places but I gotta replace my Bare Escentuals  *tearrrrrrrr*,negative
Going for a scenic drive. Enjoying the beauty of nature.,neutral
Taking a walk on the beach. Enjoying the sand between my toes.,neutral
wee. done with advance audit paper,neutral
i like the optimism,positive
Had a great time at the music concert last night! #amazing,positive
cry baby. janes joplin what is this? munsay music. but i dont know wich **** day i  am today,negative
Enjoying a lazy Sunday morning in bed. So cozy.,neutral
"Getting ready for a movie night, can't wait",neutral
Having a lazy day at home. Just taking it easy and relaxing.,neutral
I`m eating egg-whites right out of the pan,neutral
what was said?,neutral
What are we doin!!?? Tell me! tell me!,neutral
Met my favorite celebrity and got a picture with them! #dreamsdocometrue,positive
I'm so exhausted. I can't handle any more stress.,negative
Sad. I don`t know what to do with my life. Everything I have done since the age of 16 has been towards healthcare and nursing,negative
__ Aww bless her. She`s one of my faves,positive
I can't believe how angry I am right now,negative
and jarita i`m going home now and i`m with two hot guys  drool.,neutral
I'm so tired of dealing with all this stress,negative
i joined this because i think my smith chips invent a flavour competion entry wont be recognised  its  SWEETPOTATOE AND SEASALT  flavour ?,neutral
Feeling so disappointed in myself right now,negative
Just had the most horrible experience,negative
omg you`ve never seen `the Ring` its a creppy **** movie,negative
Having a barbecue in the backyard. Enjoying good food and company.,neutral
Going to school =[ I`m actually not so tired today tho,positive
"Oh dear, it will be late there.... good ol Michigan!  Well I look forward to chatting with you when our wakeful hours overlap.",positive
Back from comedy night. Great fun. It`s only midnight. I`m knackered. I`m getting old,neutral
Taking a neutral stance on the current political issue,neutral
Having a picnic in the park. Enjoying the sunshine and fresh air.,neutral
Enjoying a cup of coffee and some quiet time,neutral
lol event management. no prerequisites,neutral
Attended a workshop on personal development and it was enlightening and empowering.,positive
Feeling grateful for all the good things in my life.,neutral
"Enjoy Springsteen, I`m seeing him at Glastonbury in June!! Give us a report when you get back",positive
Enjoying some time alone to recharge. It's important to take care of myself.,neutral
I'm so tired of dealing with all this negativity,negative
Went for a bike ride this morning. It was refreshing!,neutral
"Need a tickettttt  Gah. Ya you`ve got me on there, reason346.. Haven`t listened to dear Elliott for a few weeks...overdue..",negative
Spent the day at an amusement park. So many thrills!,positive
Enjoying a hot cup of coffee on a chilly morning. So cozy.,neutral
Enjoying a delicious meal at my favorite restaurant. #foodie,positive
Hi!! How are you? You`re an amazning actress  Greets from Slovenia,positive
Everything is going wrong today,negative
is there anything Brian or I can do?,neutral
Celebrating my anniversary with the love of my life. #blessed,positive
I just got promoted at work! Excited for this new opportunity.,positive
"So there aren`t anymore exams, but there is only 3 days left. I`ve just now relized this is a bad thing.  And a good thing. I dont know.",neutral
"I use an external track ball with my laptop. Again, seems excessive, but is totally more efficient.",positive
love it! Really its simple i think of a word and put twi on the front i should be more clever,positive
Can`t sleep but is happy that the Fugees are keeping him company,neutral
"Relaxing in a cozy cafe with a good book, such a peaceful and enjoyable moment.",positive
Enjoying a cup of coffee and catching up on emails.,neutral
Enjoying a peaceful evening at home,neutral
I got into a fight with the pavement. I think it won  poor little knee,negative
my youtube channel? Demilynnmusic haha cause I love 2 sing & stuff so yea,positive
Enjoying a day surrounded by nature and beautiful scenery.,positive
RAIN why must you come 'after' I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!,neutral
Feeling indifferent about the current weather,neutral
@_Bella_Cullen13  _Cullen26  _Cullen10  These are my family girls  love u guys *smiles*,positive
Enjoying a lazy Sunday morning in bed. Just relaxing and taking it easy.,neutral
Spent the day at the zoo. So many cute animals!,neutral
Just had the best day at the beach! #sunshine #fun,positive
WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove<3,positive
Recording an acoustic track! For you sexy kids!,neutral
Spent the day at an amusement park. So many thrills!,positive
I'm so disappointed in myself for not achieving my goals,negative
Feeling indifferent about the current news headlines,neutral
"Going for a run, clearing my mind",neutral
Just had the most disappointing meal ever,negative
"Thanks dear, I know this, but I appreciate the validation as always",positive
I think the rain killed my phone,negative
Just got home from dinner with my mommy and my new grandma. I`d rather be in Hollywood right now,neutral
"Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake.",neutral
i didnt get a hug today,neutral
Spent the day exploring a new city. Such a fun adventure!,neutral
Just had the worst customer experience ever,negative
You`re not here. I hope you`re still resting.  I don`t want you to be stressed.,positive
I'm so disappointed in myself for letting this happen,negative
Being followed by compliance.  Great.   Have to watch what I say now.,positive
the mall i once worked at has turned into a very depressing place,negative
"Luke M here, thanks Ps Chris! Ur husband is pretty cool I reckon! Sorry u were feeling sick and hope you feel better soon!",neutral
I can't believe how much I despise this job,negative
HAPPY MOTHER DAY TO ALL THE MOTHER`S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT...,positive
"Shite night, tomorow, I get to hang out with my little brother and neice, should be sufficient enough to change my mood",positive
Chilling with my baybee sarah!  i love this girl,positive
i havent been out west since 07...i think i picked a bad wknd b/c its overcast out here tho,negative
So drunk!  Love u guys!,positive
_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,positive
"...wait, I lied.",negative
Taking a neutral position on the debate,neutral
I can't believe how much I regret my decision,negative
Going for a jog in the park. Keeping fit and active.,neutral
goodnight all in the twitterverse,positive
"_KONG Record Grand Prix to skip through later, watch Man U game, Radio 1 .... well sport comes first",neutral
Ok then have a good day,positive
Went to see 'UP'. It was a really good movie that pulls at the heart strings  i highly recommend it,positive
Today I received praise from my co-workers for my hard work and dedication. Feeling appreciated and valued.,positive
I`m going to see sweeney todd on stage with my best friend for her bday today (I know I`m going to be the one who sings along!!),positive
"Just booked a vacation to my dream destination, can't wait to explore!",positive
Having a picnic by the lake. Enjoying the peaceful surroundings.,neutral
Spent the day exploring a new city. So much fun!,positive
Sooo much work so little time,negative
I finally finished writing my novel. It's such a great accomplishment.,positive
"?  ... thx for ur msg, so awesome!  luv the new single! xoxo http://tr.im/kpDW",positive
Hi frenchie *-* i`ll do that...later  :p,neutral
"deleted a lott of facebook friends, ask to be my friend again if you want. if not idgaf",negative
I hate my job. It's so unfulfilling and draining.,negative
"Attending a concert tonight, so excited to see my favorite band perform live.",positive
Enjoying a day at the spa. Pampering myself and feeling rejuvenated.,neutral
"Might buy some iPod apps later, hmmm...",neutral
Enjoying the beauty of nature during my hike today. #nature,positive
"Tat, You looks beautiful and are a heck of a mama and business woman.   Dana",neutral
_tastic Awww that is sweet,positive
hiccups,neutral
Got my dream job! Hard work pays off. #success,positive
"think I`m gonna start writing a proper blog, can anyone recommend any good blog host thingys?",positive
Just ate way to many chocolate animal crackers,negative
"Relaxing at home, enjoying some me-time",neutral
Going for a jog in the morning. Starting the day off right.,neutral
thanks **** it went really well. I`m tired now though  hope you spoiled your mum-in-law,neutral
I can't believe I wasted so much time on that project.,negative
"I had an amazing day at the beach, feeling so refreshed and relaxed.",positive
Having a picnic by the lake. Enjoying the peaceful surroundings.,neutral
so Roman is now on pain killers and some LQ meds. Thanks Jess for agreeing to go get him yogurt before you go out!,neutral
Pineapple rocks bud,positive
Just finished a great book. Highly recommended.,neutral
borred what everyone doingn check out links on my profile,negative
Going for a swim in the pool. Cooling off on a hot day.,neutral
About to leave the fights. I`m tired and my voice hurts.,negative
a trending topic: HAPPY STAR WARS DAY,positive
"I got a spontaneous hug from my niece today, feeling loved and blessed.",positive
Relaxing in my favorite coffee shop with a good book. Perfect way to spend the afternoon.,neutral
Today is such a terrible day,negative
"No more tickets for today.  Having dinner with Mimcy after work, then we head home. Then again, she might get a call",neutral
Finally finished writing my book! #achievement,positive
I received a scholarship for my academic achievements. Feeling proud and honored.,positive
Feeling neutral about the latest fashion trend,neutral
Enjoying a peaceful day at the beach. Soaking up the sun.,neutral
Enjoying a beautiful sunset with a loved one. #romance,positive
I can't believe how awful this situation is,negative
Can you please  with that? I`d love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!,positive
Avoided cinder blocks! Safe in NY area.. But Dantas and porky upset beavs gone,neutral
Deathstar destroys Starship Enterprice http://bit.ly/2agcTh Can`t get enough of this video  #starwars #startrek,negative
"Having a quiet day at home, catching up on chores",neutral
Just had the worst shopping experience,negative
Enjoying a leisurely brunch with friends. Good food and great company.,neutral
MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &$25 GiftCert to HipFabric!! GO check it out,neutral
Attended a fantastic concert. The music was incredible!,positive
Feeling confident and ready to take on new challenges.,positive
I'm so tired of dealing with all this negativity,negative
finally get my hands on my laptop!  just ate the biggest burrito de asada EVER  and now im gonna get ready for the party-ooo!,neutral
aww lovely pic,positive
Feeling neutral about the outcome of the election,neutral
just another manic monday.. wish it were sunday.. that`s my fun day  happy monday twitterland,positive
This is truly enlightening for me,positive
Had a great time at the comedy show last night! #laughter,positive
"Nothing special happening today, just an ordinary day",neutral
I'm so tired of dealing with this drama. I just want some peace.,negative
thinks that Pipers molars are cutting thru  we had a nice lil nap me and the girl...now just another friday night at home w/ the lil ones,neutral
Trying to get some work done not too happy about work situation,positive
Western Digital Caviar Black 1TB SATA 300 NCQ 32MB on the way...,neutral
Somewhere in the center...,neutral
I'm so tired of dealing with this. I wish I could just escape.,negative
"In worst case cenario, I`ll show up on OFFF with a white mask, and scare everyone. Even better: everyone should wear a mask besides me.",negative
Vote for Board of the Month May 2009 (licensed members only) http://tinyurl.com/c8uj28 Good luck everybody,positive
morning to all,neutral
I`m scared to set the pw on my BB bc I might forget it & end up losing all my data. But yet I have financial info on it. Catch 22,negative
I can't believe I made such a stupid mistake.,negative
"i`m not at chaseton`s either  please don`t die, my heart will be really sad",negative
one day my hugs will come    *fingers still crossed*,positive
Just got a shot on my arm. Eww.,neutral
"okay, i`m out for a while  back later!",neutral
"Watching a documentary, learning something new",neutral
Taking a relaxing walk in the park. Enjoying the fresh air.,neutral
Well for one thing I might be branded a 'public menace' by the state.,neutral
I'm so excited about my upcoming vacation. Can't wait!,neutral
I hate how everything seems to be falling apart,negative
Feeling inspired and motivated to chase my dreams.,positive
Enjoying the beauty of a colorful sunrise. #morningglory,positive
I queue for cake standing up and with a slight look of deranged anticipation on my face.,neutral
Got a massage today. It was so relaxing.,neutral
Got some fresh flowers today. They brighten up the room.,neutral
No one wants to sit with me at lunch  I guess I`ll just bury my head in my laptop and continue to be anti-social.,negative
Celebrating my friend's birthday tonight! #goodtimes,positive
These constant problems are driving me crazy,negative
Trying out a new hobby today. Excited to see how it goes!,neutral
My new landlord just called.. I cant move in until tomorrow morning  Way to rain on my parade..,negative
"Just had a regular day at school, nothing special",neutral
she was performing at the lifeball in vienna this year but unfortunately i didn`t get the chance to see her.,negative
p.s.  thought you were gonna follow me back on twit-har ?,neutral
Yay my friend Glen is here. Now i`m like this,positive
Celebrating my anniversary with the love of my life. #blessed,positive
I've had enough of all this negativity around me,negative
Cheering for my favorite sports team at the game tonight! #go team,positive
Off to church now...,neutral
hey how is everything going? please reply back. sometimes i think you hate me because you never reply back to me,negative
Round two of Vega: Vanilla Chai flavor.  Just realized that I have only 45 days left,neutral
"ummm, come on, for me twins and slurpees, and being in a car with the twins is going to be pretty epic!!!",positive
I love the smell of fresh flowers in the morning.,neutral
Celebrating my graduation with friends and family.,positive
LMAO! listening to the great Bob Marley!  Wow hes so awesome,positive
"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",positive
i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out,negative
Great !!! Your book looks fantastic ? I want it,positive
Feeling so overwhelmed by all the problems,negative
sick of having constant bad dreams  grr,negative
"It Was The Best Evar & My First,, You Didnt Awnser Any Of My Questions  xoxo",positive
"i like this new trend ,  who`s next ? http://tinyurl.com/qcy8d4",positive
"Just finished a puzzle. Took me a while, but I did it!",neutral
